@ID,TRANSACTION.TYPE,DEBIT.ACCT.NO,DEBIT.CURRENCY,DEBIT.AMOUNT,CREDIT.ACCT.NO,CREDIT.VALUE.DATE,ORDERING.CUST
FT0800000,AC,2001623,EUR,2579999,2002276,20260510,CONSTANCE PIERRE-POTTIER
FT0800001,AC,2003342,USD,3777246,2000290,20260510,EUGÈNE BOUTIN
FT0800002,AC,2000678,USD,2553667,2000929,20260510,ROGER NORMAND
FT0800003,AC,2002716,EUR,92459,2000787,20260510,SUSANNE MORENO
FT0800004,AC,2002618,EUR,2514283,2000756,20260510,ALFRED DE LA MARCHAND
FT0800005,AC,2003347,EUR,752654,2001312,20260510,ÉMILE-ADRIEN PINTO
FT0800006,AC,2001335,XAF,4771911,2000618,20260510,TRISTAN LEBON LE VIDAL
FT0800007,AC,2002825,EUR,3051265,2003053,20260510,ÉMILE-ADRIEN PINTO
FT0800008,AC,2001748,USD,3277435,2002217,20260510,LOUISE BLONDEL
FT0800009,AC,2002467,XAF,784907,2001951,20260510,JOSEPH BAUDRY
FT0800010,AC,2000283,EUR,2599847,2001487,20260510,ARNAUDE DELORME DU HOARAU
FT0800011,AC,2002284,EUR,891288,2002258,20260510,PAUL FLEURY
FT0800012,AC,2002125,XAF,4104571,2002837,20260510,ADRIEN RODRIGUEZ
FT0800013,AC,2003214,EUR,1364209,2003289,20260510,LAETITIA HERNANDEZ
FT0800014,AC,2002421,USD,4682918,2002823,20260510,BERNADETTE PASCAL
FT0800015,AC,2000068,USD,1568254,2000082,20260510,THIBAUT-MARCEL MAHE
FT0800016,AC,2001307,USD,4967023,2002052,20260510,ÉTIENNE BOULAY
FT0800017,AC,2003174,EUR,1321185,2002529,20260510,JEAN-ROGER LÉGER
FT0800018,AC,2001806,XAF,3601681,2000646,20260510,MARIANNE ROUX
FT0800019,AC,2001346,USD,4121785,2000964,20260510,NOËL LE RENARD
FT0800020,AC,2002358,XAF,2435559,2000872,20260510,JEAN LEBRETON
FT0800021,AC,2001178,XAF,65576,2002633,20260510,MICHEL GARNIER
FT0800022,AC,2001318,EUR,4252920,2002405,20260510,ASTRID ALEXANDRE
FT0800023,AC,2000279,XAF,4808609,2001885,20260510,MAURICE GUICHARD-LAMY
FT0800024,AC,2001080,EUR,3904114,2000416,20260510,CÉCILE CARRE DE BOULAY
FT0800025,AC,2002745,USD,2610440,2000051,20260510,INÈS SCHMITT
FT0800026,AC,2002971,XAF,1375509,2000426,20260510,AMÉLIE MACE
FT0800027,AC,2002182,EUR,3286853,2002850,20260510,ÉDOUARD DE LA BLONDEL
FT0800028,AC,2000417,USD,1272978,2001268,20260510,CÉLINE THIBAULT
FT0800029,AC,2003122,USD,254107,2002961,20260510,GABRIELLE-ZOÉ DIJOUX
FT0800030,AC,2001845,EUR,160527,2002880,20260510,DENIS BOYER
FT0800031,AC,2001405,USD,3087917,2002107,20260510,DANIEL GILLET
FT0800032,AC,2001470,XAF,2471850,2002844,20260510,AMÉLIE GUILLOU
FT0800033,AC,2001745,USD,3832669,2002046,20260510,MICHELLE LÉGER
FT0800034,AC,2002414,EUR,3121468,2000961,20260510,GILLES POULAIN-RENARD
FT0800035,AC,2001199,XAF,1004891,2000845,20260510,PATRICIA RAYMOND-GUILLOU
FT0800036,AC,2002112,XAF,4382113,2001722,20260510,GILLES SCHNEIDER
FT0800037,AC,2002412,EUR,991790,2001774,20260510,CATHERINE CARON
FT0800038,AC,2002954,USD,3132748,2001908,20260510,AURÉLIE-MARGOT BOUCHER
FT0800039,AC,2001901,USD,54633,2003007,20260510,FRANÇOIS GUICHARD
FT0800040,AC,2001128,XAF,4393594,2001621,20260510,MARGARET KLEIN-MERLE
FT0800041,AC,2002788,XAF,2424462,2002025,20260510,CHANTAL DE LA GUYON
FT0800042,AC,2001902,XAF,2935233,2001261,20260510,ANTOINE BLONDEL
FT0800043,AC,2002620,USD,2238193,2000911,20260510,CLAUDE GAUTIER
FT0800044,AC,2002880,EUR,4428500,2002505,20260510,BERNARD FISCHER
FT0800045,AC,2000660,XAF,2511507,2002836,20260510,EMMANUEL BARTHELEMY
FT0800046,AC,2001288,USD,4025591,2002931,20260510,LUC BAILLY
FT0800047,AC,2000330,XAF,2889222,2001823,20260510,LUC FERRAND
FT0800048,AC,2003281,XAF,2460859,2000003,20260510,BERNARD BAUDRY
FT0800049,AC,2002068,USD,1851577,2001225,20260510,TRISTAN-HENRI BERNARD
FT0800050,AC,2002440,EUR,3788051,2002119,20260510,GUY GROS
FT0800051,AC,2001622,EUR,2399166,2000860,20260510,MATTHIEU BRUNEL
FT0800052,AC,2000383,EUR,246728,2000769,20260510,NATHALIE LACOMBE
FT0800053,AC,2002427,EUR,4887053,2001084,20260510,NATHALIE DU LEMONNIER
FT0800054,AC,2001627,EUR,1809571,2000689,20260510,THIBAUT BENARD
FT0800055,AC,2002453,USD,1708384,2000295,20260510,DENIS BOYER
FT0800056,AC,2001084,EUR,2903388,2002663,20260510,MAURICE DE SOUSA
