@ID,ACCOUNT.NUMBER,BOOKING.DATE,VALUE.DATE,AMOUNT,TRANSACTION.CODE,TRANS.REFERENCE
SFT040000001,2000006,20260412,20260412,-4333805,2,FT0400000
SFT040000002,2002525,20260412,20260412,4333805,1,FT0400000
SFT040000101,2002955,20260412,20260412,-4503666,2,FT0400001
SFT040000102,2000203,20260412,20260412,4503666,1,FT0400001
SFT040000201,2000350,20260412,20260412,-4582435,2,FT0400002
SFT040000202,2000233,20260412,20260412,4582435,1,FT0400002
SFT040000301,2000671,20260412,20260412,-3068518,2,FT0400003
SFT040000302,2002892,20260412,20260412,3068518,1,FT0400003
SFT040000401,2000697,20260412,20260412,-3368422,2,FT0400004
SFT040000402,2001160,20260412,20260412,3368422,1,FT0400004
SFT040000501,2000419,20260412,20260412,-433660,2,FT0400005
SFT040000502,2002089,20260412,20260412,433660,1,FT0400005
SFT040000601,2002081,20260412,20260412,-2694381,2,FT0400006
SFT040000602,2002571,20260412,20260412,2694381,1,FT0400006
SFT040000701,2003107,20260412,20260412,-3108766,2,FT0400007
SFT040000702,2001160,20260412,20260412,3108766,1,FT0400007
SFT040000801,2001697,20260412,20260412,-3578001,2,FT0400008
SFT040000802,2001638,20260412,20260412,3578001,1,FT0400008
SFT040000901,2002777,20260412,20260412,-2690185,2,FT0400009
SFT040000902,2002344,20260412,20260412,2690185,1,FT0400009
SFT040001001,2002526,20260412,20260412,-471345,2,FT0400010
SFT040001002,2001447,20260412,20260412,471345,1,FT0400010
SFT040001101,2002386,20260412,20260412,-4297223,2,FT0400011
SFT040001102,2001072,20260412,20260412,4297223,1,FT0400011
SFT040001201,2000742,20260412,20260412,-1117701,2,FT0400012
SFT040001202,2001700,20260412,20260412,1117701,1,FT0400012
SFT040001301,2000742,20260412,20260412,-4560783,2,FT0400013
SFT040001302,2000585,20260412,20260412,4560783,1,FT0400013
SFT040001401,2000961,20260412,20260412,-3006874,2,FT0400014
SFT040001402,2001312,20260412,20260412,3006874,1,FT0400014
SFT040001501,2000445,20260412,20260412,-551471,2,FT0400015
SFT040001502,2002733,20260412,20260412,551471,1,FT0400015
SFT040001601,2001719,20260412,20260412,-2887146,2,FT0400016
SFT040001602,2002583,20260412,20260412,2887146,1,FT0400016
SFT040001701,2002269,20260412,20260412,-3984492,2,FT0400017
SFT040001702,2000392,20260412,20260412,3984492,1,FT0400017
SFT040001801,2000132,20260412,20260412,-4599665,2,FT0400018
SFT040001802,2001852,20260412,20260412,4599665,1,FT0400018
SFT040001901,2001599,20260412,20260412,-2657578,2,FT0400019
SFT040001902,2001836,20260412,20260412,2657578,1,FT0400019
SFT040002001,2000899,20260412,20260412,-4626825,2,FT0400020
SFT040002002,2000647,20260412,20260412,4626825,1,FT0400020
SFT040002101,2002277,20260412,20260412,-3853237,2,FT0400021
SFT040002102,2001116,20260412,20260412,3853237,1,FT0400021
SFT040002201,2001266,20260412,20260412,-4518686,2,FT0400022
SFT040002202,2002312,20260412,20260412,4518686,1,FT0400022
SFT040002301,2002138,20260412,20260412,-1412458,2,FT0400023
SFT040002302,2001410,20260412,20260412,1412458,1,FT0400023
SFT040002401,2000578,20260412,20260412,-3280148,2,FT0400024
SFT040002402,2002719,20260412,20260412,3280148,1,FT0400024
SFT040002501,2000109,20260412,20260412,-4476545,2,FT0400025
SFT040002502,2002154,20260412,20260412,4476545,1,FT0400025
SFT040002601,2000142,20260412,20260412,-4986260,2,FT0400026
SFT040002602,2003053,20260412,20260412,4986260,1,FT0400026
SFT040002701,2000114,20260412,20260412,-2141467,2,FT0400027
SFT040002702,2001729,20260412,20260412,2141467,1,FT0400027
SFT040002801,2000619,20260412,20260412,-721524,2,FT0400028
SFT040002802,2000409,20260412,20260412,721524,1,FT0400028
SFT040002901,2000656,20260412,20260412,-359229,2,FT0400029
SFT040002902,2002298,20260412,20260412,359229,1,FT0400029
SFT040003001,2002919,20260412,20260412,-2557629,2,FT0400030
SFT040003002,2001816,20260412,20260412,2557629,1,FT0400030
SFT040003101,2002729,20260412,20260412,-2155918,2,FT0400031
SFT040003102,2000442,20260412,20260412,2155918,1,FT0400031
SFT040003201,2002603,20260412,20260412,-3208577,2,FT0400032
SFT040003202,2003060,20260412,20260412,3208577,1,FT0400032
SFT040003301,2000500,20260412,20260412,-4756295,2,FT0400033
SFT040003302,2000858,20260412,20260412,4756295,1,FT0400033
SFT040003401,2001044,20260412,20260412,-4148855,2,FT0400034
SFT040003402,2001379,20260412,20260412,4148855,1,FT0400034
SFT040003501,2000172,20260412,20260412,-638195,2,FT0400035
SFT040003502,2001356,20260412,20260412,638195,1,FT0400035
SFT040003601,2001714,20260412,20260412,-3582794,2,FT0400036
SFT040003602,2002277,20260412,20260412,3582794,1,FT0400036
SFT040003701,2000753,20260412,20260412,-2146130,2,FT0400037
SFT040003702,2002477,20260412,20260412,2146130,1,FT0400037
SFT040003801,2000764,20260412,20260412,-2468726,2,FT0400038
SFT040003802,2001572,20260412,20260412,2468726,1,FT0400038
SFT040003901,2000098,20260412,20260412,-3412814,2,FT0400039
SFT040003902,2002604,20260412,20260412,3412814,1,FT0400039
SFT040004001,2002374,20260412,20260412,-719200,2,FT0400040
SFT040004002,2001523,20260412,20260412,719200,1,FT0400040
SFT040004101,2000384,20260412,20260412,-3829773,2,FT0400041
SFT040004102,2001845,20260412,20260412,3829773,1,FT0400041
SFT040004201,2000160,20260412,20260412,-4464040,2,FT0400042
SFT040004202,2001787,20260412,20260412,4464040,1,FT0400042
SFT040004301,2000022,20260412,20260412,-1643874,2,FT0400043
SFT040004302,2001254,20260412,20260412,1643874,1,FT0400043
SFT040004401,2001426,20260412,20260412,-662234,2,FT0400044
SFT040004402,2000357,20260412,20260412,662234,1,FT0400044
SFT040004501,2002298,20260412,20260412,-257356,2,FT0400045
SFT040004502,2001434,20260412,20260412,257356,1,FT0400045
SFT040004601,2001307,20260412,20260412,-2187766,2,FT0400046
SFT040004602,2002615,20260412,20260412,2187766,1,FT0400046
SFT040004701,2002275,20260412,20260412,-2413304,2,FT0400047
SFT040004702,2001287,20260412,20260412,2413304,1,FT0400047
SFT040004801,2002811,20260412,20260412,-3691298,2,FT0400048
