@ID,TRANSACTION.TYPE,DEBIT.ACCT.NO,DEBIT.CURRENCY,DEBIT.AMOUNT,CREDIT.ACCT.NO,CREDIT.VALUE.DATE,ORDERING.CUST
FT0400000,AC,2000006,XAF,4333805,2002525,20260412,ISAAC MUNOZ
FT0400001,AC,2002955,XAF,4503666,2000203,20260412,JULIEN BLANC-HUBERT
FT0400002,AC,2000350,EUR,4582435,2000233,20260412,ZACHARIE MARTINS-CLERC
FT0400003,AC,2000671,XAF,3068518,2002892,20260412,CORINNE MORVAN
FT0400004,AC,2000697,EUR,3368422,2001160,20260412,ROBERT BARBE
FT0400005,AC,2000419,USD,433660,2002089,20260412,ÉDOUARD BOYER
FT0400006,AC,2002081,USD,2694381,2002571,20260412,PHILIPPINE BOUTIN
FT0400007,AC,2003107,EUR,3108766,2001160,20260412,MARC BIGOT
FT0400008,AC,2001697,USD,3578001,2001638,20260412,JÉRÔME DUFOUR
FT0400009,AC,2002777,XAF,2690185,2002344,20260412,MARCELLE DELANNOY
FT0400010,AC,2002526,EUR,471345,2001447,20260412,ÉLISE SIMON
FT0400011,AC,2002386,EUR,4297223,2001072,20260412,STÉPHANE DU PIERRE
FT0400012,AC,2000742,USD,1117701,2001700,20260412,THOMAS LEMONNIER
FT0400013,AC,2000742,USD,4560783,2000585,20260412,THOMAS LEMONNIER
FT0400014,AC,2000961,EUR,3006874,2001312,20260412,CAROLINE GRONDIN
FT0400015,AC,2000445,XAF,551471,2002733,20260412,ARNAUDE BOUTIN
FT0400016,AC,2001719,XAF,2887146,2002583,20260412,ALPHONSE RENARD
FT0400017,AC,2002269,USD,3984492,2000392,20260412,RÉMY DE LA PICHON
FT0400018,AC,2000132,USD,4599665,2001852,20260412,LAURENCE BRIAND DE LA NICOLAS
FT0400019,AC,2001599,EUR,2657578,2001836,20260412,COLETTE NOËL
FT0400020,AC,2000899,XAF,4626825,2000647,20260412,OCÉANE-ANASTASIE BUISSON
FT0400021,AC,2002277,EUR,3853237,2001116,20260412,DANIELLE HENRY DE LA LEDOUX
FT0400022,AC,2001266,USD,4518686,2002312,20260412,ÉDITH FONTAINE-VALLET
FT0400023,AC,2002138,XAF,1412458,2001410,20260412,AURÉLIE-NATHALIE GILLET
FT0400024,AC,2000578,USD,3280148,2002719,20260412,MARTIN BAILLY
FT0400025,AC,2000109,USD,4476545,2002154,20260412,NICOLE FOUQUET DE LA LOPES
FT0400026,AC,2000142,EUR,4986260,2003053,20260412,ÉTIENNE MARIN
FT0400027,AC,2000114,XAF,2141467,2001729,20260412,MARCEL ROUSSET
FT0400028,AC,2000619,XAF,721524,2000409,20260412,STÉPHANE LECLERCQ
FT0400029,AC,2000656,USD,359229,2002298,20260412,THIBAUT BENARD
FT0400030,AC,2002919,USD,2557629,2001816,20260412,PAUL MOREAU LE PIRES
FT0400031,AC,2002729,XAF,2155918,2000442,20260412,AIMÉ TORRES
FT0400032,AC,2002603,USD,3208577,2003060,20260412,JACQUES GUIBERT
FT0400033,AC,2000500,XAF,4756295,2000858,20260412,THÉODORE LEJEUNE
FT0400034,AC,2001044,XAF,4148855,2001379,20260412,TIMOTHÉE LESAGE
FT0400035,AC,2000172,EUR,638195,2001356,20260412,OLIVIER DELMAS
FT0400036,AC,2001714,EUR,3582794,2002277,20260412,MICHELLE BESNARD
FT0400037,AC,2000753,XAF,2146130,2002477,20260412,PHILIPPE LEBON
FT0400038,AC,2000764,USD,2468726,2001572,20260412,ÉLISABETH-MONIQUE BONNET
FT0400039,AC,2000098,USD,3412814,2002604,20260412,WILLIAM FAIVRE
FT0400040,AC,2002374,EUR,719200,2001523,20260412,JEAN LEBRETON
FT0400041,AC,2000384,EUR,3829773,2001845,20260412,NATHALIE FOUCHER-ADAM
FT0400042,AC,2000160,EUR,4464040,2001787,20260412,ÉDITH DE LA ÉTIENNE
FT0400043,AC,2000022,EUR,1643874,2001254,20260412,ALEXANDRIE-ALIX RODRIGUEZ
FT0400044,AC,2001426,USD,662234,2000357,20260412,AMÉLIE MACE
FT0400045,AC,2002298,USD,257356,2001434,20260412,JOSEPH MARION
FT0400046,AC,2001307,USD,2187766,2002615,20260412,ÉTIENNE BOULAY
FT0400047,AC,2002275,XAF,2413304,2001287,20260412,MICHELLE LÉGER
FT0400048,AC,2002811,XAF,3691298,2000480,20260412,MARTIN MAURICE DE LA BLONDEL
FT0400049,AC,2001409,XAF,1499471,2000796,20260412,PHILIPPINE PARENT
FT0400050,AC,2002603,USD,3294993,2002571,20260412,JACQUES GUIBERT
FT0400051,AC,2001031,EUR,3674616,2001659,20260412,TRISTAN LEBON LE VIDAL
FT0400052,AC,2003081,XAF,61164,2001310,20260412,ALEXANDRIE OLLIVIER-LECOQ
FT0400053,AC,2002624,USD,2723681,2000461,20260412,LUCAS DE OLIVEIRA
FT0400054,AC,2002297,USD,1953230,2000218,20260412,ISAAC POTIER
FT0400055,AC,2002356,USD,3479019,2000876,20260412,CATHERINE LE DUMONT
FT0400056,AC,2002220,EUR,4087450,2002134,20260412,LUCIE-NICOLE LÉVY
FT0400057,AC,2001697,USD,341099,2002640,20260412,JÉRÔME DUFOUR
FT0400058,AC,2001528,XAF,4444395,2000379,20260412,XAVIER RUIZ
FT0400059,AC,2001804,EUR,3215959,2002498,20260412,HENRI MUNOZ
FT0400060,AC,2003050,EUR,4161059,2000130,20260412,BERNARD FISCHER
FT0400061,AC,2000357,USD,4885422,2001370,20260412,MARTIN GAUTIER
FT0400062,AC,2002373,EUR,3416758,2000283,20260412,MATHILDE VIDAL
FT0400063,AC,2003116,EUR,4472533,2001135,20260412,XAVIER LELIÈVRE
FT0400064,AC,2001957,USD,4076328,2002093,20260412,ALPHONSE LE FABRE
FT0400065,AC,2001477,USD,2850057,2002081,20260412,CÉCILE VERDIER-SCHMITT
FT0400066,AC,2000404,EUR,250159,2002538,20260412,VINCENT BOULANGER
FT0400067,AC,2000121,XAF,1019471,2000811,20260412,MARYSE-DOMINIQUE PAUL
FT0400068,AC,2002825,EUR,2203066,2002427,20260412,ÉMILE-ADRIEN PINTO
FT0400069,AC,2002387,USD,2134965,2001477,20260412,SÉBASTIEN DE SOUSA
FT0400070,AC,2000594,XAF,2425232,2000846,20260412,SIMONE DELAUNAY
FT0400071,AC,2000787,EUR,4302750,2002373,20260412,ROLAND ARNAUD LE PINEAU
FT0400072,AC,2001421,XAF,2014731,2001581,20260412,PHILIPPINE MACE
FT0400073,AC,2001227,EUR,2459012,2002264,20260412,ROBERT LECOMTE
FT0400074,AC,2001638,USD,315045,2002263,20260412,SÉBASTIEN DE SOUSA
FT0400075,AC,2001757,USD,2608491,2002719,20260412,AIMÉ DE GRONDIN
FT0400076,AC,2001694,EUR,1122956,2001855,20260412,GRÉGOIRE GERMAIN
FT0400077,AC,2002918,XAF,3224152,2000820,20260412,FRANCK PARENT
FT0400078,AC,2003022,EUR,3871534,2001159,20260412,ZOÉ FOUCHER
FT0400079,AC,2003035,USD,2908793,2002930,20260412,CHRISTELLE CHAUVEAU
FT0400080,AC,2000952,XAF,193467,2003118,20260412,VICTOR-JACQUES RAYNAUD
FT0400081,AC,2002850,EUR,941214,2001031,20260412,AMÉLIE LABBÉ
FT0400082,AC,2002055,EUR,152200,2001203,20260412,VICTOR DUVAL
FT0400083,AC,2002392,XAF,4459247,2002110,20260412,RENÉ LAURENT
FT0400084,AC,2000367,EUR,4472130,2000110,20260412,CÉCILE LUCAS
FT0400085,AC,2003043,XAF,1516960,2001451,20260412,WILLIAM PERRIER
FT0400086,AC,2000685,XAF,1368536,2002241,20260412,ALAIN RÉMY DU RODRIGUEZ
FT0400087,AC,2002146,XAF,1504221,2002477,20260412,CHARLOTTE RENARD
FT0400088,AC,2000396,USD,3324492,2001288,20260412,ALIX LAMBERT
FT0400089,AC,2000918,EUR,2895020,2002740,20260412,ROBERT LECOMTE
FT0400090,AC,2002453,USD,3222793,2002598,20260412,DENIS BOYER
FT0400091,AC,2002620,USD,229975,2002627,20260412,CLAUDE GAUTIER
FT0400092,AC,2001902,XAF,3657729,2000127,20260412,ANTOINE BLONDEL
FT0400093,AC,2000502,XAF,1415977,2001272,20260412,NATH MARCHAL
FT0400094,AC,2002219,EUR,3869554,2002033,20260412,CATHERINE BERGER-LAURENT
FT0400095,AC,2002615,USD,1384156,2003096,20260412,GILLES SCHNEIDER
FT0400096,AC,2003050,EUR,2098170,2001160,20260412,BERNARD FISCHER
FT0400097,AC,2001730,EUR,3362009,2002936,20260412,EUGÈNE DE LA LEGENDRE
FT0400098,AC,2002931,USD,1330157,2003027,20260412,PIERRE-THIBAUT GÉRARD
FT0400099,AC,2000295,USD,4287149,2002620,20260412,ADRIEN LACROIX
FT0400100,AC,2001082,XAF,1831466,2000101,20260412,AGATHE-ADRIENNE BLANCHARD
FT0400101,AC,2000261,XAF,3459002,2000823,20260412,HENRI RODRIGUEZ
FT0400102,AC,2000787,EUR,235147,2002036,20260412,ROLAND ARNAUD LE PINEAU
FT0400103,AC,2002308,USD,716042,2002102,20260412,SUSAN DEVAUX
FT0400104,AC,2000623,XAF,2102427,2000850,20260412,HORTENSE GIRAUD
FT0400105,AC,2000226,XAF,387788,2001488,20260412,GABRIEL POULAIN
FT0400106,AC,2001080,EUR,3242325,2001583,20260412,CÉCILE CARRE DE BOULAY
FT0400107,AC,2000684,XAF,2967658,2001585,20260412,HENRIETTE COULON
FT0400108,AC,2002579,EUR,3941948,2001522,20260412,TIMOTHÉE DU BOULAY
FT0400109,AC,2001491,XAF,1150155,2000490,20260412,ROBERT ALBERT
FT0400110,AC,2001239,USD,405584,2000219,20260412,NOËL LE RENARD
FT0400111,AC,2000357,USD,1588848,2000964,20260412,MARTIN GAUTIER
FT0400112,AC,2000529,USD,2917614,2001852,20260412,MICHELLE DE BRUN
FT0400113,AC,2000338,EUR,4363722,2000142,20260412,NICOLE BRIAND-ALBERT
FT0400114,AC,2001447,EUR,4094865,2001132,20260412,ARTHUR PARENT
FT0400115,AC,2002374,EUR,2282541,2001400,20260412,JEAN LEBRETON
FT0400116,AC,2000510,EUR,748443,2002522,20260412,SIMONE GUILLAUME
FT0400117,AC,2002333,EUR,1964914,2001720,20260412,NOËL LEBON
FT0400118,AC,2000764,USD,4316831,2000051,20260412,ÉLISABETH-MONIQUE BONNET
FT0400119,AC,2000484,XAF,1630240,2001647,20260412,DOMINIQUE BENOIT
FT0400120,AC,2000227,XAF,3145706,2000044,20260412,ALEX GARCIA
FT0400121,AC,2002125,XAF,3814774,2002920,20260412,ADRIEN RODRIGUEZ
FT0400122,AC,2000984,USD,3295471,2002580,20260412,SÉBASTIEN DE LA COURTOIS
FT0400123,AC,2002989,EUR,3533869,2000350,20260412,LOUISE LEBON
FT0400124,AC,2002159,XAF,1263105,2000661,20260412,ÉLISABETH-MONIQUE BONNET
FT0400125,AC,2002170,XAF,4722883,2002050,20260412,ADRIENNE DE SOUSA
FT0400126,AC,2001156,XAF,2699544,2000680,20260412,NICOLE FOUQUET DE LA LOPES
FT0400127,AC,2002005,XAF,1563320,2002561,20260412,ÉLODIE DE LA GOMEZ
FT0400128,AC,2000343,XAF,4436521,2000265,20260412,ÉMILE DIALLO
FT0400129,AC,2000904,EUR,2346315,2001543,20260412,FRANÇOIS GONZALEZ
FT0400130,AC,2002258,EUR,4030353,2001583,20260412,DENIS MASSON
FT0400131,AC,2002102,USD,2301148,2002743,20260412,MARGARET LACROIX
FT0400132,AC,2002148,USD,1701209,2000245,20260412,PHILIPPINE BOUTIN
FT0400133,AC,2003099,USD,2401194,2001785,20260412,EUGÈNE LAMBERT
FT0400134,AC,2000304,USD,1644498,2000767,20260412,AURÉLIE-MARGOT BOUCHER
FT0400135,AC,2001428,USD,3352931,2000098,20260412,AGNÈS-DOROTHÉE TECHER
FT0400136,AC,2000561,USD,4614522,2002830,20260412,GILLES LELEU
FT0400137,AC,2001416,USD,4454151,2001908,20260412,YVES DU GUILLOT
FT0400138,AC,2000120,XAF,2308323,2000804,20260412,ALEX LAGARDE
FT0400139,AC,2002447,USD,2974374,2002229,20260412,VINCENT PASCAL
FT0400140,AC,2000765,USD,876779,2001265,20260412,CLÉMENCE LECONTE
FT0400141,AC,2001976,XAF,3999757,2001373,20260412,OCÉANE-ANASTASIE BUISSON
FT0400142,AC,2000988,XAF,566449,2001648,20260412,PHILIPPE-TRISTAN GILLET
FT0400143,AC,2000085,EUR,1747075,2000842,20260412,ÉDOUARD DU VASSEUR
FT0400144,AC,2000413,XAF,2856198,2000274,20260412,ÉLODIE GROS
FT0400145,AC,2000304,USD,4416458,2001416,20260412,AURÉLIE-MARGOT BOUCHER
FT0400146,AC,2002302,XAF,2540692,2001098,20260412,CÉCILE BERNARD
FT0400147,AC,2002115,EUR,1650882,2001254,20260412,AUGUSTIN DIJOUX-CHAUVEAU
FT0400148,AC,2002757,EUR,638182,2000283,20260412,BENOÎT GONCALVES
FT0400149,AC,2002094,EUR,933309,2001583,20260412,NICOLAS GUYON
FT0400150,AC,2001307,USD,2629540,2002745,20260412,ÉTIENNE BOULAY
FT0400151,AC,2000395,XAF,3179954,2002432,20260412,LUC-MARC CHAUVET
FT0400152,AC,2001114,XAF,222816,2001344,20260412,BERNADETTE ROYER
FT0400153,AC,2000240,USD,3299759,2002931,20260412,LAURENT ROBERT
FT0400154,AC,2000813,XAF,1965994,2002265,20260412,FRANCK DUHAMEL
FT0400155,AC,2000093,USD,1756195,2001785,20260412,JULIEN DE LA BOULANGER
FT0400156,AC,2000104,XAF,157082,2001635,20260412,DAVID ADAM
FT0400157,AC,2002658,USD,1935697,2001333,20260412,ADRIENNE COUSIN
FT0400158,AC,2000035,USD,249195,2002202,20260412,JULIEN LENOIR DU BESSON
FT0400159,AC,2002547,EUR,2724383,2003041,20260412,AIMÉE LAURENT
FT0400160,AC,2000127,XAF,2259753,2002794,20260412,ÉDOUARD ALLAIN DE SCHMITT
FT0400161,AC,2001172,USD,3302002,2003124,20260412,ASTRID ALEXANDRE
FT0400162,AC,2000338,EUR,1107195,2001764,20260412,NICOLE BRIAND-ALBERT
FT0400163,AC,2000468,XAF,1165096,2001336,20260412,JULIETTE LACROIX DE MAHE
FT0400164,AC,2002459,XAF,4424441,2000711,20260412,JEANNE MARCHAL
FT0400165,AC,2002830,USD,4775168,2003122,20260412,AUGUSTE DE ROYER
FT0400166,AC,2001434,USD,4611591,2003031,20260412,SYLVIE GUILLAUME
FT0400167,AC,2001442,EUR,3900232,2001701,20260412,ANTOINETTE LEROY
FT0400168,AC,2002949,EUR,822471,2001105,20260412,JEANNINE LAMBERT LE RENARD
FT0400169,AC,2000738,USD,4251818,2002109,20260412,WILLIAM DU CLERC
FT0400170,AC,2001570,USD,4336958,2001220,20260412,ÉTIENNE BOULAY
FT0400171,AC,2002835,XAF,2849781,2000725,20260412,THÉODORE BAZIN
FT0400172,AC,2001265,USD,1687979,2000742,20260412,MADELEINE DE ROSSI
FT0400173,AC,2002005,XAF,998178,2000184,20260412,ÉLODIE DE LA GOMEZ
FT0400174,AC,2002313,XAF,3948856,2001667,20260412,RÉMY LEDUC
FT0400175,AC,2001084,EUR,4916148,2000903,20260412,MAURICE DE SOUSA
FT0400176,AC,2001730,EUR,1596663,2001160,20260412,EUGÈNE DE LA LEGENDRE
FT0400177,AC,2000510,EUR,3371706,2000756,20260412,SIMONE GUILLAUME
FT0400178,AC,2002867,USD,1065970,2002263,20260412,GILBERT GARCIA
FT0400179,AC,2002408,XAF,3728559,2001547,20260412,CATHERINE DU LEROY
FT0400180,AC,2002340,EUR,3411162,2003041,20260412,ALFRED DE LA MARCHAND
FT0400181,AC,2002730,USD,3685419,2003031,20260412,MADELEINE ROY
FT0400182,AC,2000049,EUR,2197226,2002220,20260412,PHILIPPE-TRISTAN GILLET
FT0400183,AC,2002386,EUR,1839869,2000375,20260412,STÉPHANE DU PIERRE
FT0400184,AC,2000621,XAF,3369395,2000442,20260412,PÉNÉLOPE-ADÈLE VALETTE
FT0400185,AC,2001882,XAF,610001,2000171,20260412,THÉOPHILE DE LA BLIN
FT0400186,AC,2002719,USD,714836,2000966,20260412,BENJAMIN-SÉBASTIEN SAMSON
FT0400187,AC,2000738,USD,4879029,2000611,20260412,WILLIAM DU CLERC
FT0400188,AC,2000620,XAF,3146396,2000530,20260412,CHRISTELLE PONS
FT0400189,AC,2001659,EUR,4044693,2002900,20260412,CLÉMENCE LECONTE
FT0400190,AC,2001084,EUR,2183882,2000197,20260412,MAURICE DE SOUSA
FT0400191,AC,2000951,XAF,1556025,2002548,20260412,CÉCILE VERDIER-SCHMITT
FT0400192,AC,2000414,EUR,711724,2000142,20260412,LUC-MARC CHAUVET
FT0400193,AC,2002464,EUR,4202602,2002910,20260412,FRANCK LE FABRE
FT0400194,AC,2002663,EUR,2385115,2001180,20260412,SUSAN CARON
FT0400195,AC,2003096,USD,3111834,2002719,20260412,JÉRÔME CHARPENTIER-RAMOS
FT0400196,AC,2002269,USD,1413117,2001509,20260412,RÉMY DE LA PICHON
FT0400197,AC,2001773,EUR,80977,2002690,20260412,MAURICE RENARD
FT0400198,AC,2001346,USD,3346862,2002479,20260412,NOËL LE RENARD
FT0400199,AC,2002746,XAF,2636124,2001778,20260412,CÉCILE LUCAS
FT0400200,AC,2001116,EUR,3544014,2001400,20260412,BRIGITTE MARIE DE LA PARIS
FT0400201,AC,2000817,EUR,4796213,2000745,20260412,FRANÇOIS TECHER DE LA VALLÉE
FT0400202,AC,2002934,USD,3601952,2001351,20260412,AIMÉ DEVAUX-COLLET
FT0400203,AC,2002574,XAF,2072679,2000106,20260412,NOËL MERLE
FT0400204,AC,2000130,EUR,4360361,2002872,20260412,ADÈLE LEBRETON
FT0400205,AC,2001755,XAF,369840,2000412,20260412,ROBERT BARBE
FT0400206,AC,2002341,EUR,4457031,2000628,20260412,MICHELLE DIJOUX DU COUSIN
FT0400207,AC,2001939,XAF,1907931,2000893,20260412,LUC DU LAGARDE
FT0400208,AC,2003103,USD,3021517,2001700,20260412,MAURICE DE SOUSA
FT0400209,AC,2002867,USD,405981,2002419,20260412,GILBERT GARCIA
FT0400210,AC,2001227,EUR,1914722,2001160,20260412,ROBERT LECOMTE
FT0400211,AC,2001346,USD,195383,2001237,20260412,NOËL LE RENARD
FT0400212,AC,2002237,EUR,1187065,2000172,20260412,SÉBASTIEN THIERRY-MARTY
FT0400213,AC,2002699,USD,2242168,2000674,20260412,AGATHE LEMOINE
FT0400214,AC,2002283,EUR,4128608,2002799,20260412,BRIGITTE DE LA COLLET
FT0400215,AC,2002412,EUR,1444664,2001862,20260412,CATHERINE CARON
FT0400216,AC,2000461,USD,3826348,2003122,20260412,MARGARET LEMOINE DE LA GUILLAUME
FT0400217,AC,2001544,XAF,4777735,2001703,20260412,MARGARET DE LOMBARD
FT0400218,AC,2000854,EUR,918145,2002412,20260412,CONSTANCE LECOMTE
FT0400219,AC,2002324,XAF,998279,2002287,20260412,ALIX JACOB
FT0400220,AC,2002976,EUR,1679375,2000390,20260412,THIBAUT-MARCEL MAHE
FT0400221,AC,2000872,XAF,4280997,2001550,20260412,ANTOINETTE AUBERT
FT0400222,AC,2002011,USD,23517,2000163,20260412,TRISTAN GRENIER-PINEAU
FT0400223,AC,2002883,USD,810135,2002871,20260412,DANIEL BONNET DU BONNEAU
FT0400224,AC,2000142,EUR,2167234,2001709,20260412,ÉTIENNE MARIN
FT0400225,AC,2001024,XAF,4635649,2000570,20260412,RÉMY BARRE
FT0400226,AC,2000902,USD,2986392,2001339,20260412,WILLIAM DU CLERC
FT0400227,AC,2002346,EUR,1027528,2002195,20260412,ADRIEN RODRIGUEZ
FT0400228,AC,2002062,USD,2970823,2000561,20260412,LOUISE GERMAIN
FT0400229,AC,2002295,EUR,1822668,2001072,20260412,THIBAUT TURPIN
FT0400230,AC,2000294,USD,925836,2000219,20260412,AUDREY HARDY
FT0400231,AC,2002556,USD,2865667,2000461,20260412,RÉMY LE MASSON
FT0400232,AC,2002106,EUR,4959877,2000048,20260412,MANON MORVAN
FT0400233,AC,2002258,EUR,1794850,2001481,20260412,DENIS MASSON
FT0400234,AC,2001945,EUR,3271532,2002340,20260412,CHARLES TRAORE
FT0400235,AC,2000703,USD,4633245,2000529,20260412,ANTOINETTE-EMMANUELLE GODARD
FT0400236,AC,2002910,EUR,3267731,2003130,20260412,EUGÈNE DE LA LEGENDRE
FT0400237,AC,2003003,XAF,3140753,2002927,20260412,JULIETTE-MARINE DE OLIVEIRA
FT0400238,AC,2001192,EUR,2598985,2002618,20260412,RÉMY DUPUY-WEISS
FT0400239,AC,2001845,EUR,998655,2000961,20260412,DENIS BOYER
FT0400240,AC,2001811,XAF,2776735,2001398,20260412,CAROLINE HAMON
FT0400241,AC,2002880,EUR,3682062,2001511,20260412,BERNARD FISCHER
FT0400242,AC,2001705,USD,4614500,2002065,20260412,ÉLISE-HORTENSE CHRÉTIEN
FT0400243,AC,2002065,USD,4579331,2002527,20260412,LUC REY
FT0400244,AC,2001012,EUR,137541,2002457,20260412,JOSÉPHINE LAMY
FT0400245,AC,2000259,EUR,2977547,2001929,20260412,PHILIPPINE PARENT
FT0400246,AC,2001748,USD,362271,2003131,20260412,LOUISE BLONDEL
FT0400247,AC,2001372,XAF,2283866,2001837,20260412,PAULINE TORRES
FT0400248,AC,2002094,EUR,1280223,2001192,20260412,NICOLAS GUYON
FT0400249,AC,2000392,USD,4804563,2002954,20260412,MARINE LE BOUCHER
FT0400250,AC,2001442,EUR,1622031,2000860,20260412,ANTOINETTE LEROY
FT0400251,AC,2001678,USD,4122669,2000361,20260412,ALFRED JACQUET
FT0400252,AC,2001852,USD,2843046,2003075,20260412,THÉODORE CHARRIER-FAURE
FT0400253,AC,2002486,EUR,1939845,2002234,20260412,GABRIELLE BRUNET
FT0400254,AC,2003116,EUR,3360287,2002192,20260412,XAVIER LELIÈVRE
FT0400255,AC,2001622,EUR,84258,2002740,20260412,MATTHIEU BRUNEL
FT0400256,AC,2000134,EUR,3786325,2001481,20260412,ALIX DE LA VERDIER
FT0400257,AC,2000845,XAF,1486999,2000104,20260412,AUDREY HARDY
FT0400258,AC,2001896,USD,846748,2000578,20260412,DANIELLE MARTINS DU MAILLOT
FT0400259,AC,2000197,EUR,4123792,2001926,20260412,GEORGES LE JEAN
FT0400260,AC,2000404,EUR,2431458,2001031,20260412,VINCENT BOULANGER
FT0400261,AC,2000964,USD,4209848,2002453,20260412,JOSEPH GALLET
FT0400262,AC,2002313,XAF,4408990,2003026,20260412,RÉMY LEDUC
FT0400263,AC,2002195,EUR,4918775,2000172,20260412,NATHALIE MORENO-LEMAÎTRE
FT0400264,AC,2001116,EUR,3858902,2001691,20260412,BRIGITTE MARIE DE LA PARIS
FT0400265,AC,2002312,USD,797158,2000082,20260412,GILLES MARTY
FT0400266,AC,2002436,XAF,1010458,2001643,20260412,LAETITIA GRÉGOIRE
FT0400267,AC,2002447,USD,3081047,2001486,20260412,VINCENT PASCAL
FT0400268,AC,2003027,USD,4946207,2002883,20260412,ÉLÉONORE PAYET-GILLES
