@ID,TRANSACTION.TYPE,DEBIT.ACCT.NO,DEBIT.CURRENCY,DEBIT.AMOUNT,CREDIT.ACCT.NO,CREDIT.VALUE.DATE,ORDERING.CUST
FT1000000,AC,2000903,EUR,574018,2003304,20260524,ADÉLAÏDE DUPUIS-DURAND
FT1000001,AC,2002537,USD,2426491,2001333,20260524,VICTOIRE MEUNIER LE BODIN
FT1000002,AC,2000871,XAF,2648790,2002242,20260524,ZOÉ LE GILLES
FT1000003,AC,2002931,USD,3151621,2000211,20260524,PIERRE-THIBAUT GÉRARD
FT1000004,AC,2002701,EUR,527877,2001845,20260524,ALICE MARTINEZ
FT1000005,AC,2002556,USD,4445638,2000900,20260524,RÉMY LE MASSON
FT1000006,AC,2002379,EUR,3087592,2000367,20260524,FRANÇOISE GONZALEZ
FT1000007,AC,2002379,EUR,336983,2003078,20260524,FRANÇOISE GONZALEZ
FT1000008,AC,2002509,USD,2637482,2003191,20260524,CÉCILE LUCAS
FT1000009,AC,2001180,EUR,4851729,2003149,20260524,ALPHONSE GUILLOU
FT1000010,AC,2001627,EUR,2159673,2002701,20260524,THIBAUT BENARD
FT1000011,AC,2002427,EUR,2813535,2000085,20260524,NATHALIE DU LEMONNIER
FT1000012,AC,2000285,XAF,3605938,2000019,20260524,THOMAS DUVAL DU HENRY
FT1000013,AC,2002743,USD,4810716,2000984,20260524,MARTIN-ÉTIENNE BERTHELOT
FT1000014,AC,2001451,XAF,3452072,2001939,20260524,THIERRY-ÉTIENNE BENARD
FT1000015,AC,2003397,XAF,2149987,2000658,20260524,MARTIN MAURICE DE LA BLONDEL
FT1000016,AC,2000085,EUR,3066464,2002182,20260524,ÉDOUARD DU VASSEUR
FT1000017,AC,2002270,XAF,3183482,2001295,20260524,LAURENT GAILLARD
FT1000018,AC,2001254,EUR,2672207,2001116,20260524,SUZANNE ARNAUD
FT1000019,AC,2000301,EUR,2436720,2001260,20260524,GEORGES FLEURY
FT1000020,AC,2000173,XAF,2661528,2001968,20260524,DANIELLE GRENIER
FT1000021,AC,2002332,EUR,4069588,2001720,20260524,JEANNE MARCHAL
FT1000022,AC,2002593,EUR,4262147,2002900,20260524,HORTENSE FABRE
FT1000023,AC,2000154,XAF,4295717,2001301,20260524,ADRIEN DIDIER
FT1000024,AC,2001752,XAF,3393003,2002651,20260524,VALÉRIE CARON
FT1000025,AC,2003071,USD,365561,2000141,20260524,JACQUES BOUCHER-BERTRAND
FT1000026,AC,2001051,XAF,2795762,2001721,20260524,LUCY BLOT-GAY
FT1000027,AC,2000509,XAF,1777742,2003311,20260524,AMÉLIE MARTEL-ROUX
FT1000028,AC,2002457,EUR,4891749,2000769,20260524,FRÉDÉRIQUE FAURE
FT1000029,AC,2002583,XAF,2006376,2000183,20260524,JOSEPH DELATTRE
FT1000030,AC,2003308,XAF,442156,2001642,20260524,AMÉLIE MARTINEAU
FT1000031,AC,2002333,EUR,3419212,2001664,20260524,NOËL LEBON
FT1000032,AC,2000009,XAF,3458563,2003002,20260524,LUCE CHARTIER
FT1000033,AC,2002628,XAF,3628158,2003044,20260524,CONSTANCE RÉMY
FT1000034,AC,2001998,XAF,1034368,2000777,20260524,JOSEPH DU ROCHER
FT1000035,AC,2002649,EUR,2727686,2000259,20260524,PIERRE LEGENDRE
FT1000036,AC,2002374,EUR,4311682,2002841,20260524,JEAN LEBRETON
FT1000037,AC,2002455,EUR,2891439,2002522,20260524,LUCAS DE OLIVEIRA
FT1000038,AC,2000533,XAF,1315056,2001046,20260524,PATRICIA-LUCE DESCHAMPS
FT1000039,AC,2000848,USD,12583,2002387,20260524,NOËL FERNANDES
FT1000040,AC,2003173,USD,4042041,2002235,20260524,FRÉDÉRIQUE DE LA COURTOIS
FT1000041,AC,2002719,USD,2009932,2000093,20260524,BENJAMIN-SÉBASTIEN SAMSON
FT1000042,AC,2002074,XAF,709269,2001825,20260524,ÉLÉONORE-SABINE DANIEL
FT1000043,AC,2003197,EUR,1694795,2001616,20260524,CAMILLE BRIAND
FT1000044,AC,2002366,EUR,3313168,2002590,20260524,PATRICK ROBIN
FT1000045,AC,2001424,XAF,73708,2000196,20260524,JOSEPH DELATTRE
FT1000046,AC,2002132,XAF,1570218,2000808,20260524,ASTRID RIOU
FT1000047,AC,2001445,EUR,968456,2001452,20260524,GUILLAUME PHILIPPE
FT1000048,AC,2002407,USD,2809782,2002616,20260524,DANIELLE HENRY DE LA LEDOUX
FT1000049,AC,2002033,EUR,3320281,2001057,20260524,SUSAN ALLAIN
FT1000050,AC,2001820,XAF,1787481,2000855,20260524,DOMINIQUE BENOIT
FT1000051,AC,2000651,EUR,4355913,2001655,20260524,AURÉLIE-NATHALIE GILLET
FT1000052,AC,2002934,USD,1518054,2000086,20260524,AIMÉ DEVAUX-COLLET
FT1000053,AC,2000417,USD,191702,2000866,20260524,CÉLINE THIBAULT
FT1000054,AC,2000109,USD,3962455,2001351,20260524,NICOLE FOUQUET DE LA LOPES
FT1000055,AC,2000095,USD,387392,2001288,20260524,ALEXANDRIA MOULIN
FT1000056,AC,2000234,XAF,256188,2002348,20260524,BRIGITTE DE LA COLLET
FT1000057,AC,2003148,USD,731354,2001339,20260524,STÉPHANIE-CLAUDE COULON
FT1000058,AC,2002476,USD,473401,2001638,20260524,MARIANNE ROUX
FT1000059,AC,2000562,XAF,31663,2001151,20260524,TRISTAN ROYER
FT1000060,AC,2001857,XAF,499907,2003161,20260524,CLÉMENCE LÉVÊQUE
FT1000061,AC,2001995,XAF,1583175,2002152,20260524,ANASTASIE-VIRGINIE POIRIER
FT1000062,AC,2002434,EUR,1506979,2002762,20260524,ANOUK TEIXEIRA DU JOSEPH
FT1000063,AC,2003196,USD,593303,2001187,20260524,BERNADETTE OLLIVIER
FT1000064,AC,2000828,USD,3511019,2003240,20260524,CÉCILE PINTO
FT1000065,AC,2001757,USD,3826916,2000419,20260524,AIMÉ DE GRONDIN
FT1000066,AC,2002163,XAF,4909569,2002456,20260524,THÉOPHILE NOËL
FT1000067,AC,2002427,EUR,4306207,2002623,20260524,NATHALIE DU LEMONNIER
FT1000068,AC,2000133,XAF,1858202,2000812,20260524,MADELEINE ROY
FT1000069,AC,2000904,EUR,1020985,2001260,20260524,FRANÇOIS GONZALEZ
FT1000070,AC,2000048,EUR,3106498,2002106,20260524,CORINNE GAY-HOAREAU
FT1000071,AC,2000862,EUR,301404,2000160,20260524,AMÉLIE-ANTOINETTE DAVID
FT1000072,AC,2001159,EUR,2617250,2000088,20260524,MICHELLE VALENTIN
FT1000073,AC,2003339,XAF,3326088,2003376,20260524,ANAÏS DANIEL
FT1000074,AC,2003024,USD,4582567,2000329,20260524,CLAUDINE-MARGOT CHARPENTIER
FT1000075,AC,2002509,USD,2511918,2003444,20260524,CÉCILE LUCAS
FT1000076,AC,2000216,XAF,3202983,2001464,20260524,YVES LEFÈVRE
FT1000077,AC,2000578,USD,824873,2001960,20260524,MARTIN BAILLY
FT1000078,AC,2002407,USD,165778,2001859,20260524,DANIELLE HENRY DE LA LEDOUX
FT1000079,AC,2001418,XAF,4062142,2002199,20260524,BERNADETTE PASCAL
FT1000080,AC,2001021,EUR,532092,2000225,20260524,VICTOR GUILLOT
FT1000081,AC,2003231,EUR,4002166,2002373,20260524,MARC PRÉVOST
FT1000082,AC,2000082,USD,135454,2002954,20260524,RÉMY BARRE
FT1000083,AC,2002905,USD,3514984,2003191,20260524,RAYMOND BARRE DU LACROIX
FT1000084,AC,2000765,USD,1484838,2003390,20260524,CLÉMENCE LECONTE
FT1000085,AC,2002234,EUR,3493235,2003214,20260524,ALIX DE LA VERDIER
FT1000086,AC,2002508,XAF,337707,2002418,20260524,ROLAND ARNAUD LE PINEAU
FT1000087,AC,2001451,XAF,1508358,2000224,20260524,THIERRY-ÉTIENNE BENARD
FT1000088,AC,2003304,EUR,1910974,2003188,20260524,MARTINE DE LA LECOQ
FT1000089,AC,2003073,USD,1654925,2003183,20260524,THÉOPHILE MONNIER-FAIVRE
FT1000090,AC,2003370,XAF,4375805,2001335,20260524,ALEX GARCIA
FT1000091,AC,2003331,EUR,2939178,2001180,20260524,PIERRE LE COSTA
FT1000092,AC,2002065,USD,4142350,2000304,20260524,LUC REY
FT1000093,AC,2003174,EUR,966791,2001742,20260524,JEAN-ROGER LÉGER
FT1000094,AC,2002804,XAF,4592607,2000091,20260524,CHRISTELLE CHAUVEAU
FT1000095,AC,2000749,USD,2298257,2002852,20260524,JÉRÔME-AIMÉ SEGUIN
FT1000096,AC,2003073,USD,1164294,2003267,20260524,THÉOPHILE MONNIER-FAIVRE
FT1000097,AC,2002719,USD,856794,2002745,20260524,BENJAMIN-SÉBASTIEN SAMSON
FT1000098,AC,2002437,EUR,180759,2001784,20260524,DOMINIQUE LEBRUN-BLANC
FT1000099,AC,2001160,EUR,4520389,2000457,20260524,ALICE BLANC-DUMONT
FT1000100,AC,2001918,USD,4759210,2002527,20260524,MARIE BOURGEOIS DE BARTHELEMY
FT1000101,AC,2000035,USD,762615,2003007,20260524,JULIEN LENOIR DU BESSON
FT1000102,AC,2003147,USD,4713314,2002472,20260524,FRÉDÉRIQUE RÉMY
FT1000103,AC,2003381,XAF,4162259,2003338,20260524,CAROLINE ALLAIN
FT1000104,AC,2002287,XAF,1408888,2000630,20260524,GILBERT-CHARLES OLIVIER
FT1000105,AC,2002192,EUR,791808,2000130,20260524,VINCENT BRUN
FT1000106,AC,2001901,USD,3396560,2002745,20260524,FRANÇOIS GUICHARD
FT1000107,AC,2000637,EUR,4187395,2001043,20260524,ALFRED BAZIN
