@ID,ACCOUNT.NUMBER,BOOKING.DATE,VALUE.DATE,AMOUNT,TRANSACTION.CODE,TRANS.REFERENCE
SFT020000001,2002290,20260329,20260329,-3482247,2,FT0200000
SFT020000002,2000237,20260329,20260329,3482247,1,FT0200000
SFT020000101,2002213,20260329,20260329,-3807408,2,FT0200001
SFT020000102,2000047,20260329,20260329,3807408,1,FT0200001
SFT020000201,2002006,20260329,20260329,-521378,2,FT0200002
SFT020000202,2000068,20260329,20260329,521378,1,FT0200002
SFT020000301,2002883,20260329,20260329,-2150793,2,FT0200003
SFT020000302,2002227,20260329,20260329,2150793,1,FT0200003
SFT020000401,2001883,20260329,20260329,-3635242,2,FT0200004
SFT020000402,2001635,20260329,20260329,3635242,1,FT0200004
SFT020000501,2001918,20260329,20260329,-4691277,2,FT0200005
SFT020000502,2001054,20260329,20260329,4691277,1,FT0200005
SFT020000601,2000197,20260329,20260329,-1889373,2,FT0200006
SFT020000602,2002283,20260329,20260329,1889373,1,FT0200006
SFT020000701,2002148,20260329,20260329,-4181391,2,FT0200007
SFT020000702,2002231,20260329,20260329,4181391,1,FT0200007
SFT020000801,2002690,20260329,20260329,-1691585,2,FT0200008
SFT020000802,2001701,20260329,20260329,1691585,1,FT0200008
SFT020000901,2000307,20260329,20260329,-564952,2,FT0200009
SFT020000902,2000405,20260329,20260329,564952,1,FT0200009
SFT020001001,2002788,20260329,20260329,-4414166,2,FT0200010
SFT020001002,2000597,20260329,20260329,4414166,1,FT0200010
SFT020001101,2000348,20260329,20260329,-4328729,2,FT0200011
SFT020001102,2000841,20260329,20260329,4328729,1,FT0200011
SFT020001201,2002097,20260329,20260329,-4330900,2,FT0200012
SFT020001202,2000315,20260329,20260329,4330900,1,FT0200012
SFT020001301,2002333,20260329,20260329,-1341965,2,FT0200013
SFT020001302,2001031,20260329,20260329,1341965,1,FT0200013
SFT020001401,2001801,20260329,20260329,-2943539,2,FT0200014
SFT020001402,2001852,20260329,20260329,2943539,1,FT0200014
SFT020001501,2002154,20260329,20260329,-3169057,2,FT0200015
SFT020001502,2000638,20260329,20260329,3169057,1,FT0200015
SFT020001601,2001616,20260329,20260329,-4556629,2,FT0200016
SFT020001602,2002106,20260329,20260329,4556629,1,FT0200016
SFT020001701,2001016,20260329,20260329,-2168940,2,FT0200017
SFT020001702,2002186,20260329,20260329,2168940,1,FT0200017
SFT020001801,2002039,20260329,20260329,-2059364,2,FT0200018
SFT020001802,2002940,20260329,20260329,2059364,1,FT0200018
SFT020001901,2002126,20260329,20260329,-4980398,2,FT0200019
SFT020001902,2000241,20260329,20260329,4980398,1,FT0200019
SFT020002001,2001006,20260329,20260329,-409558,2,FT0200020
SFT020002002,2000439,20260329,20260329,409558,1,FT0200020
SFT020002101,2000330,20260329,20260329,-1500670,2,FT0200021
SFT020002102,2000487,20260329,20260329,1500670,1,FT0200021
SFT020002201,2000968,20260329,20260329,-4488018,2,FT0200022
SFT020002202,2002202,20260329,20260329,4488018,1,FT0200022
SFT020002301,2002062,20260329,20260329,-4845318,2,FT0200023
SFT020002302,2001662,20260329,20260329,4845318,1,FT0200023
SFT020002401,2002065,20260329,20260329,-1493359,2,FT0200024
SFT020002402,2000082,20260329,20260329,1493359,1,FT0200024
SFT020002501,2000180,20260329,20260329,-3799101,2,FT0200025
SFT020002502,2000651,20260329,20260329,3799101,1,FT0200025
SFT020002601,2000171,20260329,20260329,-313763,2,FT0200026
SFT020002602,2001259,20260329,20260329,313763,1,FT0200026
SFT020002701,2002957,20260329,20260329,-3240193,2,FT0200027
SFT020002702,2000255,20260329,20260329,3240193,1,FT0200027
SFT020002801,2000573,20260329,20260329,-1043905,2,FT0200028
SFT020002802,2001220,20260329,20260329,1043905,1,FT0200028
SFT020002901,2000471,20260329,20260329,-2264071,2,FT0200029
SFT020002902,2000301,20260329,20260329,2264071,1,FT0200029
SFT020003001,2002189,20260329,20260329,-1036806,2,FT0200030
SFT020003002,2000329,20260329,20260329,1036806,1,FT0200030
SFT020003101,2001804,20260329,20260329,-3502011,2,FT0200031
SFT020003102,2000390,20260329,20260329,3502011,1,FT0200031
SFT020003201,2001237,20260329,20260329,-3621172,2,FT0200032
SFT020003202,2001187,20260329,20260329,3621172,1,FT0200032
SFT020003301,2000863,20260329,20260329,-3184117,2,FT0200033
SFT020003302,2002556,20260329,20260329,3184117,1,FT0200033
SFT020003401,2002855,20260329,20260329,-3041816,2,FT0200034
SFT020003402,2000617,20260329,20260329,3041816,1,FT0200034
SFT020003501,2000059,20260329,20260329,-3177779,2,FT0200035
SFT020003502,2002256,20260329,20260329,3177779,1,FT0200035
SFT020003601,2002579,20260329,20260329,-242466,2,FT0200036
SFT020003602,2002258,20260329,20260329,242466,1,FT0200036
SFT020003701,2002295,20260329,20260329,-2529768,2,FT0200037
SFT020003702,2000756,20260329,20260329,2529768,1,FT0200037
SFT020003801,2002065,20260329,20260329,-4582071,2,FT0200038
SFT020003802,2002419,20260329,20260329,4582071,1,FT0200038
SFT020003901,2002857,20260329,20260329,-1616023,2,FT0200039
SFT020003902,2002492,20260329,20260329,1616023,1,FT0200039
SFT020004001,2001917,20260329,20260329,-1956328,2,FT0200040
SFT020004002,2001691,20260329,20260329,1956328,1,FT0200040
SFT020004101,2000976,20260329,20260329,-2704325,2,FT0200041
SFT020004102,2000655,20260329,20260329,2704325,1,FT0200041
SFT020004201,2001509,20260329,20260329,-4276429,2,FT0200042
SFT020004202,2001019,20260329,20260329,4276429,1,FT0200042
SFT020004301,2000742,20260329,20260329,-37389,2,FT0200043
SFT020004302,2001816,20260329,20260329,37389,1,FT0200043
SFT020004401,2002590,20260329,20260329,-439605,2,FT0200044
SFT020004402,2000301,20260329,20260329,439605,1,FT0200044
SFT020004501,2002825,20260329,20260329,-3766138,2,FT0200045
SFT020004502,2002332,20260329,20260329,3766138,1,FT0200045
SFT020004601,2002425,20260329,20260329,-2635348,2,FT0200046
SFT020004602,2001588,20260329,20260329,2635348,1,FT0200046
SFT020004701,2002106,20260329,20260329,-651716,2,FT0200047
SFT020004702,2001888,20260329,20260329,651716,1,FT0200047
SFT020004801,2000894,20260329,20260329,-4151653,2,FT0200048
SFT020004802,2000890,20260329,20260329,4151653,1,FT0200048
SFT020004901,2000860,20260329,20260329,-4921345,2,FT0200049
SFT020004902,2000102,20260329,20260329,4921345,1,FT0200049
SFT020005001,2003027,20260329,20260329,-425637,2,FT0200050
SFT020005002,2001016,20260329,20260329,425637,1,FT0200050
SFT020005101,2000864,20260329,20260329,-3081767,2,FT0200051
SFT020005102,2001447,20260329,20260329,3081767,1,FT0200051
SFT020005201,2001460,20260329,20260329,-3380922,2,FT0200052
SFT020005202,2001167,20260329,20260329,3380922,1,FT0200052
SFT020005301,2000650,20260329,20260329,-4862377,2,FT0200053
SFT020005302,2002472,20260329,20260329,4862377,1,FT0200053
SFT020005401,2002954,20260329,20260329,-1869015,2,FT0200054
SFT020005402,2001405,20260329,20260329,1869015,1,FT0200054
SFT020005501,2001054,20260329,20260329,-1054727,2,FT0200055
SFT020005502,2002759,20260329,20260329,1054727,1,FT0200055
SFT020005601,2002771,20260329,20260329,-1061578,2,FT0200056
SFT020005602,2001772,20260329,20260329,1061578,1,FT0200056
SFT020005701,2002618,20260329,20260329,-1098639,2,FT0200057
SFT020005702,2000995,20260329,20260329,1098639,1,FT0200057
SFT020005801,2000578,20260329,20260329,-1705114,2,FT0200058
SFT020005802,2001603,20260329,20260329,1705114,1,FT0200058
SFT020005901,2002048,20260329,20260329,-4828014,2,FT0200059
SFT020005902,2000417,20260329,20260329,4828014,1,FT0200059
SFT020006001,2002919,20260329,20260329,-2250341,2,FT0200060
SFT020006002,2000902,20260329,20260329,2250341,1,FT0200060
SFT020006101,2001785,20260329,20260329,-2169775,2,FT0200061
SFT020006102,2002624,20260329,20260329,2169775,1,FT0200061
SFT020006201,2000870,20260329,20260329,-418678,2,FT0200062
SFT020006202,2002932,20260329,20260329,418678,1,FT0200062
SFT020006301,2001723,20260329,20260329,-273723,2,FT0200063
SFT020006302,2001836,20260329,20260329,273723,1,FT0200063
SFT020006401,2002099,20260329,20260329,-428233,2,FT0200064
SFT020006402,2001742,20260329,20260329,428233,1,FT0200064
SFT020006501,2002933,20260329,20260329,-2992895,2,FT0200065
SFT020006502,2002284,20260329,20260329,2992895,1,FT0200065
SFT020006601,2001901,20260329,20260329,-4229861,2,FT0200066
SFT020006602,2002719,20260329,20260329,4229861,1,FT0200066
SFT020006701,2002517,20260329,20260329,-3163122,2,FT0200067
SFT020006702,2002739,20260329,20260329,3163122,1,FT0200067
SFT020006801,2002155,20260329,20260329,-3844957,2,FT0200068
