@ID,ACCOUNT.NUMBER,BOOKING.DATE,VALUE.DATE,AMOUNT,TRANSACTION.CODE,TRANS.REFERENCE
SFT060000001,2000903,20260426,20260426,-3469480,2,FT0600000
SFT060000002,2003197,20260426,20260426,3469480,1,FT0600000
SFT060000101,2001091,20260426,20260426,-2802605,2,FT0600001
SFT060000102,2001659,20260426,20260426,2802605,1,FT0600001
SFT060000201,2002604,20260426,20260426,-4892202,2,FT0600002
SFT060000202,2002954,20260426,20260426,4892202,1,FT0600002
SFT060000301,2001116,20260426,20260426,-3296971,2,FT0600003
SFT060000302,2000179,20260426,20260426,3296971,1,FT0600003
SFT060000401,2002556,20260426,20260426,-3340467,2,FT0600004
SFT060000402,2001237,20260426,20260426,3340467,1,FT0600004
SFT060000501,2002591,20260426,20260426,-1082383,2,FT0600005
SFT060000502,2000738,20260426,20260426,1082383,1,FT0600005
SFT060000601,2002621,20260426,20260426,-3067085,2,FT0600006
SFT060000602,2001598,20260426,20260426,3067085,1,FT0600006
SFT060000701,2002050,20260426,20260426,-3155056,2,FT0600007
SFT060000702,2001906,20260426,20260426,3155056,1,FT0600007
SFT060000801,2002099,20260426,20260426,-3788470,2,FT0600008
SFT060000802,2001709,20260426,20260426,3788470,1,FT0600008
SFT060000901,2002640,20260426,20260426,-1892146,2,FT0600009
SFT060000902,2000132,20260426,20260426,1892146,1,FT0600009
SFT060001001,2002062,20260426,20260426,-1500034,2,FT0600010
SFT060001002,2003146,20260426,20260426,1500034,1,FT0600010
SFT060001101,2002366,20260426,20260426,-2569607,2,FT0600011
SFT060001102,2002895,20260426,20260426,2569607,1,FT0600011
SFT060001201,2000561,20260426,20260426,-2965926,2,FT0600012
SFT060001202,2002931,20260426,20260426,2965926,1,FT0600012
SFT060001301,2001215,20260426,20260426,-1485505,2,FT0600013
SFT060001302,2001964,20260426,20260426,1485505,1,FT0600013
SFT060001401,2002757,20260426,20260426,-2465830,2,FT0600014
SFT060001402,2002644,20260426,20260426,2465830,1,FT0600014
SFT060001501,2001292,20260426,20260426,-1909726,2,FT0600015
SFT060001502,2002028,20260426,20260426,1909726,1,FT0600015
SFT060001601,2002201,20260426,20260426,-1495054,2,FT0600016
SFT060001602,2000253,20260426,20260426,1495054,1,FT0600016
SFT060001701,2002580,20260426,20260426,-2766737,2,FT0600017
SFT060001702,2002604,20260426,20260426,2766737,1,FT0600017
SFT060001801,2002850,20260426,20260426,-2937331,2,FT0600018
SFT060001802,2002106,20260426,20260426,2937331,1,FT0600018
SFT060001901,2000211,20260426,20260426,-1517298,2,FT0600019
SFT060001902,2002387,20260426,20260426,1517298,1,FT0600019
SFT060002001,2000414,20260426,20260426,-4938950,2,FT0600020
SFT060002002,2000560,20260426,20260426,4938950,1,FT0600020
SFT060002101,2000889,20260426,20260426,-4829278,2,FT0600021
SFT060002102,2001593,20260426,20260426,4829278,1,FT0600021
SFT060002201,2000353,20260426,20260426,-730451,2,FT0600022
SFT060002202,2000629,20260426,20260426,730451,1,FT0600022
SFT060002301,2000290,20260426,20260426,-4273616,2,FT0600023
SFT060002302,2000240,20260426,20260426,4273616,1,FT0600023
SFT060002401,2001694,20260426,20260426,-2283326,2,FT0600024
SFT060002402,2003231,20260426,20260426,2283326,1,FT0600024
SFT060002501,2002581,20260426,20260426,-4880463,2,FT0600025
SFT060002502,2002155,20260426,20260426,4880463,1,FT0600025
SFT060002601,2002534,20260426,20260426,-3197367,2,FT0600026
SFT060002602,2002526,20260426,20260426,3197367,1,FT0600026
SFT060002701,2002472,20260426,20260426,-1014975,2,FT0600027
SFT060002702,2002603,20260426,20260426,1014975,1,FT0600027
SFT060002801,2002148,20260426,20260426,-269425,2,FT0600028
SFT060002802,2002905,20260426,20260426,269425,1,FT0600028
SFT060002901,2002769,20260426,20260426,-3856418,2,FT0600029
SFT060002902,2002262,20260426,20260426,3856418,1,FT0600029
SFT060003001,2000739,20260426,20260426,-4576509,2,FT0600030
SFT060003002,2002944,20260426,20260426,4576509,1,FT0600030
SFT060003101,2000645,20260426,20260426,-2540324,2,FT0600031
SFT060003102,2001722,20260426,20260426,2540324,1,FT0600031
SFT060003201,2002312,20260426,20260426,-819796,2,FT0600032
SFT060003202,2001257,20260426,20260426,819796,1,FT0600032
SFT060003301,2001236,20260426,20260426,-4408250,2,FT0600033
SFT060003302,2001057,20260426,20260426,4408250,1,FT0600033
SFT060003401,2000037,20260426,20260426,-2319585,2,FT0600034
SFT060003402,2000465,20260426,20260426,2319585,1,FT0600034
SFT060003501,2001917,20260426,20260426,-4825732,2,FT0600035
SFT060003502,2000074,20260426,20260426,4825732,1,FT0600035
SFT060003601,2001460,20260426,20260426,-336959,2,FT0600036
SFT060003602,2002430,20260426,20260426,336959,1,FT0600036
SFT060003701,2003095,20260426,20260426,-1764170,2,FT0600037
SFT060003702,2002537,20260426,20260426,1764170,1,FT0600037
