@ID,ACCOUNT.NUMBER,BOOKING.DATE,VALUE.DATE,AMOUNT,TRANSACTION.CODE,TRANS.REFERENCE
SFT090000001,2001567,20260517,20260517,-4340094,2,FT0900000
SFT090000002,2000759,20260517,20260517,4340094,1,FT0900000
SFT090000101,2002099,20260517,20260517,-4950391,2,FT0900001
SFT090000102,2001845,20260517,20260517,4950391,1,FT0900001
SFT090000201,2002373,20260517,20260517,-4330275,2,FT0900002
SFT090000202,2001356,20260517,20260517,4330275,1,FT0900002
SFT090000301,2002237,20260517,20260517,-4053340,2,FT0900003
SFT090000302,2001116,20260517,20260517,4053340,1,FT0900003
SFT090000401,2000294,20260517,20260517,-3419542,2,FT0900004
SFT090000402,2000218,20260517,20260517,3419542,1,FT0900004
SFT090000501,2003007,20260517,20260517,-1922756,2,FT0900005
SFT090000502,2000011,20260517,20260517,1922756,1,FT0900005
SFT090000601,2003312,20260517,20260517,-1299752,2,FT0900006
SFT090000602,2001857,20260517,20260517,1299752,1,FT0900006
SFT090000701,2000678,20260517,20260517,-962477,2,FT0900007
SFT090000702,2002109,20260517,20260517,962477,1,FT0900007
SFT090000801,2003146,20260517,20260517,-897620,2,FT0900008
SFT090000802,2003075,20260517,20260517,897620,1,FT0900008
SFT090000901,2001045,20260517,20260517,-2244118,2,FT0900009
SFT090000902,2001021,20260517,20260517,2244118,1,FT0900009
SFT090001001,2000134,20260517,20260517,-4884229,2,FT0900010
SFT090001002,2002176,20260517,20260517,4884229,1,FT0900010
SFT090001101,2001262,20260517,20260517,-3461296,2,FT0900011
SFT090001102,2000087,20260517,20260517,3461296,1,FT0900011
SFT090001201,2001238,20260517,20260517,-3248506,2,FT0900012
SFT090001202,2001600,20260517,20260517,3248506,1,FT0900012
SFT090001301,2001646,20260517,20260517,-2586579,2,FT0900013
SFT090001302,2001193,20260517,20260517,2586579,1,FT0900013
SFT090001401,2002046,20260517,20260517,-2081994,2,FT0900014
SFT090001402,2001677,20260517,20260517,2081994,1,FT0900014
SFT090001501,2002930,20260517,20260517,-1486355,2,FT0900015
SFT090001502,2002207,20260517,20260517,1486355,1,FT0900015
SFT090001601,2001279,20260517,20260517,-183901,2,FT0900016
SFT090001602,2000776,20260517,20260517,183901,1,FT0900016
SFT090001701,2000764,20260517,20260517,-4284817,2,FT0900017
SFT090001702,2000011,20260517,20260517,4284817,1,FT0900017
SFT090001801,2000737,20260517,20260517,-3337571,2,FT0900018
SFT090001802,2000417,20260517,20260517,3337571,1,FT0900018
SFT090001901,2001893,20260517,20260517,-4821746,2,FT0900019
SFT090001902,2001747,20260517,20260517,4821746,1,FT0900019
SFT090002001,2002593,20260517,20260517,-80878,2,FT0900020
SFT090002002,2000049,20260517,20260517,80878,1,FT0900020
SFT090002101,2001650,20260517,20260517,-4311148,2,FT0900021
SFT090002102,2000039,20260517,20260517,4311148,1,FT0900021
SFT090002201,2000914,20260517,20260517,-3103300,2,FT0900022
SFT090002202,2002998,20260517,20260517,3103300,1,FT0900022
SFT090002301,2003267,20260517,20260517,-3970723,2,FT0900023
SFT090002302,2003227,20260517,20260517,3970723,1,FT0900023
SFT090002401,2001622,20260517,20260517,-4677635,2,FT0900024
SFT090002402,2000384,20260517,20260517,4677635,1,FT0900024
SFT090002501,2002671,20260517,20260517,-279631,2,FT0900025
SFT090002502,2001991,20260517,20260517,279631,1,FT0900025
SFT090002601,2002603,20260517,20260517,-935894,2,FT0900026
SFT090002602,2000461,20260517,20260517,935894,1,FT0900026
SFT090002701,2000272,20260517,20260517,-3493852,2,FT0900027
SFT090002702,2002931,20260517,20260517,3493852,1,FT0900027
SFT090002801,2002235,20260517,20260517,-4255969,2,FT0900028
SFT090002802,2002616,20260517,20260517,4255969,1,FT0900028
SFT090002901,2001154,20260517,20260517,-4508461,2,FT0900029
SFT090002902,2002740,20260517,20260517,4508461,1,FT0900029
SFT090003001,2001875,20260517,20260517,-1488233,2,FT0900030
SFT090003002,2002023,20260517,20260517,1488233,1,FT0900030
SFT090003101,2003053,20260517,20260517,-2044000,2,FT0900031
SFT090003102,2000637,20260517,20260517,2044000,1,FT0900031
SFT090003201,2000828,20260517,20260517,-3153703,2,FT0900032
SFT090003202,2000211,20260517,20260517,3153703,1,FT0900032
SFT090003301,2000929,20260517,20260517,-1860008,2,FT0900033
SFT090003302,2002020,20260517,20260517,1860008,1,FT0900033
SFT090003401,2001757,20260517,20260517,-3585396,2,FT0900034
SFT090003402,2001220,20260517,20260517,3585396,1,FT0900034
SFT090003501,2002520,20260517,20260517,-1942968,2,FT0900035
SFT090003502,2002170,20260517,20260517,1942968,1,FT0900035
SFT090003601,2001415,20260517,20260517,-2589931,2,FT0900036
SFT090003602,2002064,20260517,20260517,2589931,1,FT0900036
SFT090003701,2001446,20260517,20260517,-2237548,2,FT0900037
SFT090003702,2002028,20260517,20260517,2237548,1,FT0900037
SFT090003801,2001262,20260517,20260517,-2189997,2,FT0900038
SFT090003802,2000449,20260517,20260517,2189997,1,FT0900038
SFT090003901,2000506,20260517,20260517,-2862374,2,FT0900039
SFT090003902,2001446,20260517,20260517,2862374,1,FT0900039
SFT090004001,2001312,20260517,20260517,-4728906,2,FT0900040
SFT090004002,2000416,20260517,20260517,4728906,1,FT0900040
SFT090004101,2001886,20260517,20260517,-2638646,2,FT0900041
SFT090004102,2000010,20260517,20260517,2638646,1,FT0900041
SFT090004201,2002042,20260517,20260517,-2150384,2,FT0900042
SFT090004202,2003105,20260517,20260517,2150384,1,FT0900042
SFT090004301,2001173,20260517,20260517,-136520,2,FT0900043
SFT090004302,2000470,20260517,20260517,136520,1,FT0900043
SFT090004401,2000718,20260517,20260517,-1937164,2,FT0900044
SFT090004402,2001321,20260517,20260517,1937164,1,FT0900044
SFT090004501,2000290,20260517,20260517,-1151886,2,FT0900045
SFT090004502,2002269,20260517,20260517,1151886,1,FT0900045
SFT090004601,2001002,20260517,20260517,-4689645,2,FT0900046
SFT090004602,2002608,20260517,20260517,4689645,1,FT0900046
SFT090004701,2002618,20260517,20260517,-2974888,2,FT0900047
SFT090004702,2000241,20260517,20260517,2974888,1,FT0900047
SFT090004801,2000896,20260517,20260517,-4082746,2,FT0900048
SFT090004802,2000194,20260517,20260517,4082746,1,FT0900048
SFT090004901,2001315,20260517,20260517,-530882,2,FT0900049
SFT090004902,2003311,20260517,20260517,530882,1,FT0900049
SFT090005001,2000591,20260517,20260517,-3756753,2,FT0900050
SFT090005002,2000299,20260517,20260517,3756753,1,FT0900050
SFT090005101,2001614,20260517,20260517,-1165988,2,FT0900051
SFT090005102,2002147,20260517,20260517,1165988,1,FT0900051
SFT090005201,2002823,20260517,20260517,-3308635,2,FT0900052
SFT090005202,2001705,20260517,20260517,3308635,1,FT0900052
SFT090005301,2000560,20260517,20260517,-3617048,2,FT0900053
SFT090005302,2003188,20260517,20260517,3617048,1,FT0900053
SFT090005401,2000666,20260517,20260517,-430374,2,FT0900054
SFT090005402,2001657,20260517,20260517,430374,1,FT0900054
SFT090005501,2001445,20260517,20260517,-385859,2,FT0900055
SFT090005502,2002534,20260517,20260517,385859,1,FT0900055
SFT090005601,2002344,20260517,20260517,-2326306,2,FT0900056
SFT090005602,2003337,20260517,20260517,2326306,1,FT0900056
SFT090005701,2001756,20260517,20260517,-2874614,2,FT0900057
SFT090005702,2002160,20260517,20260517,2874614,1,FT0900057
SFT090005801,2003151,20260517,20260517,-2923851,2,FT0900058
SFT090005802,2002011,20260517,20260517,2923851,1,FT0900058
SFT090005901,2002697,20260517,20260517,-349500,2,FT0900059
SFT090005902,2001543,20260517,20260517,349500,1,FT0900059
SFT090006001,2000133,20260517,20260517,-3172990,2,FT0900060
SFT090006002,2000313,20260517,20260517,3172990,1,FT0900060
SFT090006101,2002943,20260517,20260517,-2074636,2,FT0900061
SFT090006102,2002181,20260517,20260517,2074636,1,FT0900061
SFT090006201,2001318,20260517,20260517,-2681517,2,FT0900062
SFT090006202,2000903,20260517,20260517,2681517,1,FT0900062
SFT090006301,2000628,20260517,20260517,-1512953,2,FT0900063
SFT090006302,2000854,20260517,20260517,1512953,1,FT0900063
SFT090006401,2000863,20260517,20260517,-4236335,2,FT0900064
SFT090006402,2001816,20260517,20260517,4236335,1,FT0900064
SFT090006501,2000679,20260517,20260517,-4644468,2,FT0900065
SFT090006502,2002533,20260517,20260517,4644468,1,FT0900065
SFT090006601,2001400,20260517,20260517,-4613377,2,FT0900066
SFT090006602,2002412,20260517,20260517,4613377,1,FT0900066
SFT090006701,2002148,20260517,20260517,-1128144,2,FT0900067
SFT090006702,2002161,20260517,20260517,1128144,1,FT0900067
SFT090006801,2002527,20260517,20260517,-1935531,2,FT0900068
SFT090006802,2000218,20260517,20260517,1935531,1,FT0900068
SFT090006901,2000911,20260517,20260517,-3884794,2,FT0900069
SFT090006902,2000024,20260517,20260517,3884794,1,FT0900069
SFT090007001,2002223,20260517,20260517,-2138517,2,FT0900070
SFT090007002,2000474,20260517,20260517,2138517,1,FT0900070
SFT090007101,2002989,20260517,20260517,-2013223,2,FT0900071
SFT090007102,2002910,20260517,20260517,2013223,1,FT0900071
SFT090007201,2003059,20260517,20260517,-934729,2,FT0900072
SFT090007202,2002938,20260517,20260517,934729,1,FT0900072
SFT090007301,2002685,20260517,20260517,-2087850,2,FT0900073
SFT090007302,2002665,20260517,20260517,2087850,1,FT0900073
SFT090007401,2001535,20260517,20260517,-4202403,2,FT0900074
SFT090007402,2000088,20260517,20260517,4202403,1,FT0900074
SFT090007501,2002529,20260517,20260517,-2953349,2,FT0900075
SFT090007502,2001192,20260517,20260517,2953349,1,FT0900075
SFT090007601,2002841,20260517,20260517,-1127782,2,FT0900076
SFT090007602,2000179,20260517,20260517,1127782,1,FT0900076
SFT090007701,2003173,20260517,20260517,-2497049,2,FT0900077
SFT090007702,2000141,20260517,20260517,2497049,1,FT0900077
SFT090007801,2003078,20260517,20260517,-416344,2,FT0900078
SFT090007802,2003225,20260517,20260517,416344,1,FT0900078
SFT090007901,2000041,20260517,20260517,-4386361,2,FT0900079
SFT090007902,2001138,20260517,20260517,4386361,1,FT0900079
SFT090008001,2001623,20260517,20260517,-2225516,2,FT0900080
