@ID,TRANSACTION.TYPE,DEBIT.ACCT.NO,DEBIT.CURRENCY,DEBIT.AMOUNT,CREDIT.ACCT.NO,CREDIT.VALUE.DATE,ORDERING.CUST
FT0900000,AC,2001567,XAF,4340094,2000759,20260517,CLAIRE-ALICE LOPEZ
FT0900001,AC,2002099,EUR,4950391,2001845,20260517,SABINE DE SOUSA
FT0900002,AC,2002373,EUR,4330275,2001356,20260517,MATHILDE VIDAL
FT0900003,AC,2002237,EUR,4053340,2001116,20260517,SÉBASTIEN THIERRY-MARTY
FT0900004,AC,2000294,USD,3419542,2000218,20260517,AUDREY HARDY
FT0900005,AC,2003007,USD,1922756,2000011,20260517,LOUISE BLONDEL
FT0900006,AC,2003312,XAF,1299752,2001857,20260517,CHARLES MAILLET
FT0900007,AC,2000678,USD,962477,2002109,20260517,ROGER NORMAND
FT0900008,AC,2003146,USD,897620,2003075,20260517,LAURENT BÈGUE
FT0900009,AC,2001045,EUR,2244118,2001021,20260517,GEORGES GUYON
FT0900010,AC,2000134,EUR,4884229,2002176,20260517,ALIX DE LA VERDIER
FT0900011,AC,2001262,USD,3461296,2000087,20260517,JACQUES BOUCHER-BERTRAND
FT0900012,AC,2001238,XAF,3248506,2001600,20260517,SYLVIE MEUNIER-JACQUET
FT0900013,AC,2001646,XAF,2586579,2001193,20260517,TIMOTHÉE FOUQUET
FT0900014,AC,2002046,USD,2081994,2001677,20260517,ÉLÉONORE VIDAL
FT0900015,AC,2002930,USD,1486355,2002207,20260517,OLIVIER DENIS DE LA BARBE
FT0900016,AC,2001279,XAF,183901,2000776,20260517,JOSEPH GALLET
FT0900017,AC,2000764,USD,4284817,2000011,20260517,ÉLISABETH-MONIQUE BONNET
FT0900018,AC,2000737,USD,3337571,2000417,20260517,ISABELLE COLAS LE GONZALEZ
FT0900019,AC,2001893,USD,4821746,2001747,20260517,GABRIELLE-SUSANNE BOUSQUET
FT0900020,AC,2002593,EUR,80878,2000049,20260517,HORTENSE FABRE
FT0900021,AC,2001650,XAF,4311148,2000039,20260517,ODETTE GUILBERT
FT0900022,AC,2000914,XAF,3103300,2002998,20260517,AIMÉ DE GRONDIN
FT0900023,AC,2003267,USD,3970723,2003227,20260517,BERNADETTE LEMAIRE
FT0900024,AC,2001622,EUR,4677635,2000384,20260517,MATTHIEU BRUNEL
FT0900025,AC,2002671,XAF,279631,2001991,20260517,MICHEL GARNIER
FT0900026,AC,2002603,USD,935894,2000461,20260517,JACQUES GUIBERT
FT0900027,AC,2000272,USD,3493852,2002931,20260517,DIANE LE ROUX-SALMON
FT0900028,AC,2002235,USD,4255969,2002616,20260517,CAMILLE BRIAND
FT0900029,AC,2001154,EUR,4508461,2002740,20260517,ÉRIC HARDY
FT0900030,AC,2001875,XAF,1488233,2002023,20260517,PAULINE TORRES
FT0900031,AC,2003053,EUR,2044000,2000637,20260517,BERNARD GIRAUD
FT0900032,AC,2000828,USD,3153703,2000211,20260517,CÉCILE PINTO
FT0900033,AC,2000929,USD,1860008,2002020,20260517,LUC FERRAND
FT0900034,AC,2001757,USD,3585396,2001220,20260517,AIMÉ DE GRONDIN
FT0900035,AC,2002520,XAF,1942968,2002170,20260517,GUILLAUME COHEN-BLOT
FT0900036,AC,2001415,USD,2589931,2002064,20260517,OLIVIER DE LA RIVIÈRE
FT0900037,AC,2001446,XAF,2237548,2002028,20260517,ARNAUDE DELORME DU HOARAU
FT0900038,AC,2001262,USD,2189997,2000449,20260517,JACQUES BOUCHER-BERTRAND
FT0900039,AC,2000506,XAF,2862374,2001446,20260517,ADÈLE FAIVRE-RAMOS
FT0900040,AC,2001312,EUR,4728906,2000416,20260517,BRIGITTE DE LA COLLET
FT0900041,AC,2001886,USD,2638646,2000010,20260517,ALAIN-GÉRARD TECHER
FT0900042,AC,2002042,XAF,2150384,2003105,20260517,GUY-XAVIER RICHARD
FT0900043,AC,2001173,EUR,136520,2000470,20260517,ÉRIC COSTA
FT0900044,AC,2000718,XAF,1937164,2001321,20260517,PHILIPPINE ROLLAND
FT0900045,AC,2000290,USD,1151886,2002269,20260517,ADRIEN-XAVIER BERNARD
FT0900046,AC,2001002,USD,4689645,2002608,20260517,THOMAS BESNARD
FT0900047,AC,2002618,EUR,2974888,2000241,20260517,ALFRED DE LA MARCHAND
FT0900048,AC,2000896,XAF,4082746,2000194,20260517,THIERRY SAUVAGE
FT0900049,AC,2001315,XAF,530882,2003311,20260517,BERNARD BAUDRY
FT0900050,AC,2000591,XAF,3756753,2000299,20260517,NOËL-CHRISTOPHE MARIE
FT0900051,AC,2001614,XAF,1165988,2002147,20260517,GILBERT JACOB-MARCHAL
FT0900052,AC,2002823,USD,3308635,2001705,20260517,GUY-XAVIER RICHARD
FT0900053,AC,2000560,EUR,3617048,2003188,20260517,PIERRE FAURE
FT0900054,AC,2000666,XAF,430374,2001657,20260517,ZACHARIE LEMAÎTRE
FT0900055,AC,2001445,EUR,385859,2002534,20260517,GUILLAUME PHILIPPE
FT0900056,AC,2002344,XAF,2326306,2003337,20260517,EUGÈNE BESNARD
FT0900057,AC,2001756,XAF,2874614,2002160,20260517,SÉBASTIEN LUCAS
FT0900058,AC,2003151,USD,2923851,2002011,20260517,SUSANNE MEUNIER
FT0900059,AC,2002697,EUR,349500,2001543,20260517,AMÉLIE MACE
FT0900060,AC,2000133,XAF,3172990,2000313,20260517,MADELEINE ROY
FT0900061,AC,2002943,XAF,2074636,2002181,20260517,NATHALIE MORENO-LEMAÎTRE
FT0900062,AC,2001318,EUR,2681517,2000903,20260517,ASTRID ALEXANDRE
FT0900063,AC,2000628,EUR,1512953,2000854,20260517,ÉRIC HARDY
FT0900064,AC,2000863,USD,4236335,2001816,20260517,ISAAC POTIER
FT0900065,AC,2000679,XAF,4644468,2002533,20260517,GRÉGOIRE MUNOZ
FT0900066,AC,2001400,EUR,4613377,2002412,20260517,CONSTANCE PIERRE-POTTIER
FT0900067,AC,2002148,USD,1128144,2002161,20260517,PHILIPPINE BOUTIN
FT0900068,AC,2002527,USD,1935531,2000218,20260517,CONSTANCE-MARCELLE GEORGES
FT0900069,AC,2000911,USD,3884794,2000024,20260517,MATHILDE TOUSSAINT
FT0900070,AC,2002223,XAF,2138517,2000474,20260517,LAURENCE BRIAND DE LA NICOLAS
FT0900071,AC,2002989,EUR,2013223,2002910,20260517,LOUISE LEBON
FT0900072,AC,2003059,XAF,934729,2002938,20260517,SUZANNE ALBERT
FT0900073,AC,2002685,USD,2087850,2002665,20260517,ADRIENNE-ÉLISABETH LECOMTE
FT0900074,AC,2001535,EUR,4202403,2000088,20260517,LAURENCE AUBRY
FT0900075,AC,2002529,EUR,2953349,2001192,20260517,AUDREY LAINE-PIERRE
FT0900076,AC,2002841,EUR,1127782,2000179,20260517,LOUISE LEBON
FT0900077,AC,2003173,USD,2497049,2000141,20260517,FRÉDÉRIQUE DE LA COURTOIS
FT0900078,AC,2003078,EUR,416344,2003225,20260517,AMÉLIE HENRY
FT0900079,AC,2000041,XAF,4386361,2001138,20260517,JÉRÔME HUET
FT0900080,AC,2001623,EUR,2225516,2001522,20260517,CONSTANCE PIERRE-POTTIER
FT0900081,AC,2001154,EUR,3301268,2002237,20260517,ÉRIC HARDY
FT0900082,AC,2003190,USD,546433,2001624,20260517,PAULETTE RODRIGUEZ
FT0900083,AC,2000211,USD,1647578,2000984,20260517,ISAAC LECLERC
FT0900084,AC,2001048,USD,1201614,2002093,20260517,VICTOR BENOIT
FT0900085,AC,2000283,EUR,199245,2003218,20260517,ARNAUDE DELORME DU HOARAU
FT0900086,AC,2000421,XAF,653916,2002666,20260517,NICOLE RAYNAUD
FT0900087,AC,2002861,XAF,2469997,2002851,20260517,SUSAN GIRARD
FT0900088,AC,2000443,XAF,4824584,2002054,20260517,LAURENCE BRIAND DE LA NICOLAS
FT0900089,AC,2000254,XAF,966829,2002423,20260517,LUCAS CARLIER
FT0900090,AC,2001325,XAF,4077637,2001598,20260517,DOMINIQUE BENOIT
FT0900091,AC,2000087,USD,3833590,2002931,20260517,TIMOTHÉE LANGLOIS
FT0900092,AC,2000787,EUR,4992817,2002281,20260517,ROLAND ARNAUD LE PINEAU
FT0900093,AC,2000240,USD,1619764,2000638,20260517,LAURENT ROBERT
FT0900094,AC,2001745,USD,3628625,2000392,20260517,MICHELLE LÉGER
FT0900095,AC,2002103,XAF,1432926,2002924,20260517,CHARLOTTE CORDIER
FT0900096,AC,2002386,EUR,710327,2000283,20260517,STÉPHANE DU PIERRE
FT0900097,AC,2003347,EUR,1313699,2000310,20260517,ÉMILE-ADRIEN PINTO
FT0900098,AC,2003189,XAF,3528543,2001956,20260517,ÉDOUARD LAMBERT
FT0900099,AC,2002508,XAF,1495798,2002252,20260517,ROLAND ARNAUD LE PINEAU
FT0900100,AC,2000090,XAF,3681216,2002983,20260517,ADRIENNE COUSIN
FT0900101,AC,2002216,XAF,3549639,2001689,20260517,GRÉGOIRE MUNOZ
FT0900102,AC,2003155,USD,1345744,2001509,20260517,MARGOT-NATH KLEIN
FT0900103,AC,2001053,XAF,3138703,2000557,20260517,ADRIEN LAMBERT
FT0900104,AC,2003238,USD,3907590,2000011,20260517,DAVID LEGRAND
FT0900105,AC,2000237,XAF,4824574,2003012,20260517,EMMANUEL SEGUIN
FT0900106,AC,2000786,EUR,4589483,2002644,20260517,THIERRY SAUVAGE
FT0900107,AC,2001313,XAF,3012762,2001038,20260517,CLAUDINE PIRES
FT0900108,AC,2002010,XAF,4320753,2000570,20260517,FRÉDÉRIQUE ARNAUD
FT0900109,AC,2003300,EUR,4898098,2001763,20260517,ANOUK MUNOZ
FT0900110,AC,2003395,XAF,3067221,2002924,20260517,MAURICE GRÉGOIRE
FT0900111,AC,2000769,EUR,614577,2003011,20260517,ANOUK MAHE
FT0900112,AC,2000240,USD,4960985,2002931,20260517,LAURENT ROBERT
FT0900113,AC,2001893,USD,2348489,2001665,20260517,GABRIELLE-SUSANNE BOUSQUET
FT0900114,AC,2000256,XAF,2021754,2000298,20260517,LUC-MARC CHAUVET
FT0900115,AC,2000136,XAF,4805553,2001376,20260517,PATRICK ROBIN
FT0900116,AC,2001054,USD,4217173,2003150,20260517,JÉRÔME DUFOUR
FT0900117,AC,2001899,XAF,3049374,2000168,20260517,MARTIN BAILLY
FT0900118,AC,2000406,XAF,3335126,2000681,20260517,JOSÉPHINE-NOÉMI GUIBERT
FT0900119,AC,2003244,USD,2674017,2001745,20260517,AMÉLIE-ANTOINETTE DAVID
FT0900120,AC,2001045,EUR,4824018,2000102,20260517,GEORGES GUYON
FT0900121,AC,2000594,XAF,1620812,2003367,20260517,SIMONE DELAUNAY
FT0900122,AC,2000737,USD,3441618,2002091,20260517,ISABELLE COLAS LE GONZALEZ
FT0900123,AC,2000390,EUR,4040393,2001012,20260517,DANIEL GILLET
FT0900124,AC,2001461,USD,4518080,2002387,20260517,CAPUCINE TECHER
FT0900125,AC,2003188,EUR,2299447,2003011,20260517,CLAIRE BERGER
FT0900126,AC,2003149,EUR,1416316,2003254,20260517,LUCIE GOMEZ
FT0900127,AC,2002954,USD,1518831,2002759,20260517,AURÉLIE-MARGOT BOUCHER
