@ID,TRANSACTION.TYPE,DEBIT.ACCT.NO,DEBIT.CURRENCY,DEBIT.AMOUNT,CREDIT.ACCT.NO,CREDIT.VALUE.DATE,ORDERING.CUST
FT0700000,AC,2002134,EUR,2513651,2000247,20260503,ROBERT BLANCHARD
FT0700001,AC,2001415,USD,4854773,2001700,20260503,OLIVIER DE LA RIVIÈRE
FT0700002,AC,2000848,USD,1482013,2002919,20260503,NOËL FERNANDES
FT0700003,AC,2001015,USD,4194718,2001370,20260503,ANTOINETTE-EMMANUELLE GODARD
FT0700004,AC,2002036,EUR,882005,2001173,20260503,JACQUES BOUCHER-BERTRAND
FT0700005,AC,2000165,XAF,1312597,2000813,20260503,INÈS RAYMOND
FT0700006,AC,2002617,XAF,4779497,2003169,20260503,RENÉ MARTY-DAVID
FT0700007,AC,2001942,USD,607111,2002509,20260503,MARCELLE-THÉRÈSE GAUTIER
FT0700008,AC,2000233,EUR,1091242,2000471,20260503,MATHILDE VIDAL
FT0700009,AC,2001931,XAF,2196899,2001668,20260503,MARINE CLÉMENT DE DESCAMPS
FT0700010,AC,2003011,EUR,210731,2002412,20260503,ANTOINETTE LEROY
FT0700011,AC,2000445,XAF,1675187,2000007,20260503,ARNAUDE BOUTIN
FT0700012,AC,2001344,XAF,3731533,2001967,20260503,CORINNE GAY-HOAREAU
FT0700013,AC,2000866,USD,4341270,2003240,20260503,LUCAS-ARTHUR LEFEBVRE
FT0700014,AC,2000310,EUR,3432144,2001318,20260503,LOUISE LEBON
FT0700015,AC,2000071,USD,2594539,2000304,20260503,HÉLÈNE GEORGES
FT0700016,AC,2003259,USD,30949,2003240,20260503,TRISTAN ROUSSEAU
FT0700017,AC,2002258,EUR,4661718,2001724,20260503,DENIS MASSON
FT0700018,AC,2000056,EUR,4272424,2002797,20260503,CATHERINE BERGER-LAURENT
FT0700019,AC,2000834,XAF,2944395,2002228,20260503,VALÉRIE CARON
FT0700020,AC,2001484,XAF,42433,2001230,20260503,ALPHONSE GUILLOU
FT0700021,AC,2001047,USD,3783946,2002091,20260503,WILLIAM MAILLARD DU ALBERT
FT0700022,AC,2003075,USD,1878887,2000260,20260503,LUCY LEGENDRE
FT0700023,AC,2002217,USD,1131055,2000361,20260503,THOMAS DUVAL DU HENRY
FT0700024,AC,2001627,EUR,372903,2000134,20260503,THIBAUT BENARD
FT0700025,AC,2002456,XAF,1649914,2001096,20260503,ZOÉ LE GILLES
FT0700026,AC,2000252,XAF,921075,2000302,20260503,CHARLES MAILLET
FT0700027,AC,2001408,USD,3428060,2003166,20260503,LÉON COUSIN-MICHAUD
FT0700028,AC,2002675,XAF,4439713,2002977,20260503,NICOLE RAYNAUD
FT0700029,AC,2001973,XAF,2083203,2002461,20260503,GABRIELLE BRUNET
FT0700030,AC,2000779,EUR,3518937,2001154,20260503,VINCENT BOULANGER
FT0700031,AC,2002505,EUR,2449494,2002405,20260503,GILLES-AUGUSTIN LEBRETON
FT0700032,AC,2002919,USD,2839016,2001477,20260503,PAUL MOREAU LE PIRES
FT0700033,AC,2002419,USD,3834561,2000245,20260503,ZACHARIE LEMAÎTRE
FT0700034,AC,2002652,XAF,1712500,2002404,20260503,AUGUSTIN REY
FT0700035,AC,2002926,XAF,2947683,2001177,20260503,NATHALIE-ÉDITH DENIS
FT0700036,AC,2001705,USD,1226100,2003264,20260503,ÉLISE-HORTENSE CHRÉTIEN
FT0700037,AC,2000916,XAF,215780,2002975,20260503,VICTOR ALBERT DE CHARRIER
FT0700038,AC,2001712,XAF,4704944,2001419,20260503,CORINNE MORVAN
FT0700039,AC,2000637,EUR,1226590,2002379,20260503,ALFRED BAZIN
FT0700040,AC,2002433,XAF,2604351,2002545,20260503,MARGUERITE RODRIGUEZ LE RIOU
FT0700041,AC,2000071,USD,4875629,2001225,20260503,HÉLÈNE GEORGES
FT0700042,AC,2001986,USD,3658091,2003148,20260503,JACQUES ROY
FT0700043,AC,2001262,USD,1472353,2001266,20260503,JACQUES BOUCHER-BERTRAND
FT0700044,AC,2002702,XAF,853553,2000867,20260503,SUZANNE GUÉRIN
FT0700045,AC,2001603,USD,874802,2000218,20260503,ZOÉ DE LA RIBEIRO
FT0700046,AC,2002011,USD,186920,2002002,20260503,TRISTAN GRENIER-PINEAU
FT0700047,AC,2003188,EUR,1347178,2002346,20260503,CLAIRE BERGER
FT0700048,AC,2000389,EUR,4506156,2002486,20260503,ASTRID MULLER
FT0700049,AC,2001801,USD,4449823,2002961,20260503,BERNARD FAIVRE DU ROYER
FT0700050,AC,2000414,EUR,1822213,2001655,20260503,LUC-MARC CHAUVET
FT0700051,AC,2001751,XAF,1798615,2000217,20260503,VINCENT BRUN
FT0700052,AC,2003183,USD,4750124,2001757,20260503,ARNAUDE DELORME DU HOARAU
FT0700053,AC,2001862,EUR,307900,2000110,20260503,SUSAN ALLAIN
FT0700054,AC,2003228,XAF,4494549,2002462,20260503,VINCENT SCHNEIDER
FT0700055,AC,2002719,USD,1958735,2001698,20260503,BENJAMIN-SÉBASTIEN SAMSON
FT0700056,AC,2002529,EUR,4825355,2002155,20260503,AUDREY LAINE-PIERRE
FT0700057,AC,2002421,USD,4504792,2000911,20260503,BERNADETTE PASCAL
FT0700058,AC,2000900,USD,2314001,2002337,20260503,ÉDOUARD DE LA BLONDEL
FT0700059,AC,2001897,XAF,4485128,2002671,20260503,NICOLE DESCAMPS-GRÉGOIRE
FT0700060,AC,2000710,XAF,4667224,2000351,20260503,FRÉDÉRIQUE RÉMY
FT0700061,AC,2002507,XAF,1658870,2000126,20260503,ZOÉ DE THOMAS
FT0700062,AC,2001031,EUR,394793,2002036,20260503,TRISTAN LEBON LE VIDAL
FT0700063,AC,2001879,USD,4628944,2002148,20260503,ANASTASIE LAGARDE-MACE
FT0700064,AC,2001536,XAF,2901371,2000393,20260503,EMMANUELLE PIERRE
FT0700065,AC,2002883,USD,4850474,2002730,20260503,DANIEL BONNET DU BONNEAU
FT0700066,AC,2001271,XAF,116232,2001857,20260503,MARINE PEREZ-GEORGES
FT0700067,AC,2003222,XAF,2941786,2002558,20260503,PHILIPPE-TRISTAN GILLET
FT0700068,AC,2000689,EUR,3028671,2001701,20260503,DANIELLE HENRY DE LA LEDOUX
FT0700069,AC,2001265,USD,585865,2001698,20260503,MADELEINE DE ROSSI
FT0700070,AC,2002997,XAF,795451,2002769,20260503,NICOLE FOUQUET DE LA LOPES
FT0700071,AC,2000842,EUR,4589992,2002119,20260503,THIBAUT MICHAUD
FT0700072,AC,2000856,XAF,881881,2000744,20260503,BENJAMIN TECHER-FOURNIER
FT0700073,AC,2000764,USD,1607280,2001015,20260503,ÉLISABETH-MONIQUE BONNET
FT0700074,AC,2001957,USD,3868839,2002419,20260503,ALPHONSE LE FABRE
FT0700075,AC,2002527,USD,1909652,2003259,20260503,CONSTANCE-MARCELLE GEORGES
FT0700076,AC,2001428,USD,103700,2000957,20260503,AGNÈS-DOROTHÉE TECHER
FT0700077,AC,2001598,XAF,1259734,2002646,20260503,GABRIELLE GILLET-RICHARD
