@ID,TRANSACTION.TYPE,DEBIT.ACCT.NO,DEBIT.CURRENCY,DEBIT.AMOUNT,CREDIT.ACCT.NO,CREDIT.VALUE.DATE,ORDERING.CUST
FT0300000,AC,2001733,XAF,2664964,2000106,20260405,FRANCK PARENT
FT0300001,AC,2002374,EUR,4894715,2000697,20260405,JEAN LEBRETON
FT0300002,AC,2002117,USD,4842756,2000516,20260405,MARIE FAIVRE
FT0300003,AC,2000158,XAF,1616845,2000748,20260405,LAURENT MARTINEAU DE LECLERCQ
FT0300004,AC,2000903,EUR,1311744,2002483,20260405,ADÉLAÏDE DUPUIS-DURAND
FT0300005,AC,2001268,USD,1485586,2002186,20260405,VICTOR DE BOUCHER
FT0300006,AC,2001692,XAF,4363643,2001298,20260405,ANDRÉ MARTINS
FT0300007,AC,2002387,USD,3349809,2001035,20260405,SÉBASTIEN DE SOUSA
FT0300008,AC,2002085,EUR,1690540,2002428,20260405,MADELEINE ROY
FT0300009,AC,2001226,XAF,3670673,2002247,20260405,ARTHUR PARENT
FT0300010,AC,2000904,EUR,3797536,2002895,20260405,FRANÇOIS GONZALEZ
FT0300011,AC,2000516,USD,1332582,2002161,20260405,ARTHUR DU REY
FT0300012,AC,2000469,EUR,2304991,2001452,20260405,WILLIAM DEVAUX
FT0300013,AC,2003099,USD,1852562,2002905,20260405,EUGÈNE LAMBERT
FT0300014,AC,2002795,XAF,938734,2000527,20260405,NICOLE RAYNAUD
FT0300015,AC,2001043,EUR,1645441,2001236,20260405,ZACHARIE MARTINS-CLERC
FT0300016,AC,2002186,USD,4344376,2001638,20260405,EMMANUELLE BOULAY DU LEBRUN
FT0300017,AC,2002631,XAF,1133565,2000717,20260405,ADÉLAÏDE LEMONNIER-TOUSSAINT
FT0300018,AC,2002015,EUR,3789522,2000301,20260405,MICHÈLE COSTA-LAMBERT
FT0300019,AC,2000093,USD,1869650,2002580,20260405,JULIEN DE LA BOULANGER
FT0300020,AC,2002917,USD,3291792,2001225,20260405,RÉMY LAGARDE
FT0300021,AC,2002794,XAF,1745926,2001586,20260405,NATHALIE COHEN
FT0300022,AC,2001257,USD,233224,2001879,20260405,HUGUES MARTEL
FT0300023,AC,2000984,USD,2054076,2000071,20260405,SÉBASTIEN DE LA COURTOIS
FT0300024,AC,2002115,EUR,569337,2000310,20260405,AUGUSTIN DIJOUX-CHAUVEAU
FT0300025,AC,2003024,USD,2156752,2002934,20260405,CLAUDINE-MARGOT CHARPENTIER
FT0300026,AC,2002716,EUR,1720829,2002346,20260405,SUSANNE MORENO
FT0300027,AC,2002547,EUR,3791625,2002427,20260405,AIMÉE LAURENT
FT0300028,AC,2002085,EUR,165184,2002910,20260405,MADELEINE ROY
FT0300029,AC,2002844,XAF,3808683,2002731,20260405,CAROLINE ALLAIN
FT0300030,AC,2001824,XAF,4663552,2001909,20260405,NATHALIE DU LEMONNIER
FT0300031,AC,2003024,USD,3027737,2000211,20260405,CLAUDINE-MARGOT CHARPENTIER
FT0300032,AC,2002253,USD,4561961,2002917,20260405,JULES DE PARIS
FT0300033,AC,2000024,USD,4774491,2002556,20260405,ALICE DA COSTA
FT0300034,AC,2002336,XAF,580086,2001436,20260405,MAURICE DE SOUSA
FT0300035,AC,2001724,EUR,3018711,2000560,20260405,ISABELLE DUBOIS DU DELAUNAY
FT0300036,AC,2000659,XAF,4760766,2001558,20260405,XAVIER LELIÈVRE
FT0300037,AC,2001641,EUR,1372421,2001312,20260405,CLÉMENCE-HÉLÈNE DELORME
FT0300038,AC,2001487,EUR,3060496,2002886,20260405,SOPHIE GONCALVES-DIALLO
FT0300039,AC,2002799,EUR,4700123,2002701,20260405,CLÉMENCE-HÉLÈNE DELORME
FT0300040,AC,2001624,USD,4693141,2002883,20260405,ASTRID MULLER
FT0300041,AC,2003095,USD,2623306,2001166,20260405,STÉPHANIE-CLAUDE COULON
FT0300042,AC,2002430,USD,1737417,2001415,20260405,THIBAUT MARIN
FT0300043,AC,2000637,EUR,3680941,2000651,20260405,ALFRED BAZIN
FT0300044,AC,2001333,USD,2666037,2000306,20260405,GEORGES TECHER DE LA COLLIN
FT0300045,AC,2001784,EUR,3398714,2002526,20260405,BERNADETTE VERDIER
FT0300046,AC,2001544,XAF,1153533,2000031,20260405,MARGARET DE LOMBARD
FT0300047,AC,2002147,XAF,1937554,2002181,20260405,BRIGITTE MARIE DE LA PARIS
FT0300048,AC,2000833,XAF,3613305,2000410,20260405,SUZANNE ARNAUD
FT0300049,AC,2002308,USD,3074185,2001225,20260405,SUSAN DEVAUX
FT0300050,AC,2001659,EUR,18170,2002366,20260405,CLÉMENCE LECONTE
FT0300051,AC,2002547,EUR,1233919,2001583,20260405,AIMÉE LAURENT
FT0300052,AC,2001975,USD,2718418,2002730,20260405,NICOLE RAYNAUD
FT0300053,AC,2000578,USD,2687823,2000900,20260405,MARTIN BAILLY
FT0300054,AC,2000816,USD,2685477,2002407,20260405,VALENTINE COSTE
FT0300055,AC,2000239,USD,95858,2002235,20260405,FRANÇOIS GONZALEZ
FT0300056,AC,2001265,USD,4643007,2002186,20260405,MADELEINE DE ROSSI
FT0300057,AC,2001531,XAF,3533021,2001555,20260405,YVES DU GUILLOT
FT0300058,AC,2001272,XAF,305192,2002908,20260405,GABRIEL POULAIN
FT0300059,AC,2002227,USD,4536714,2000765,20260405,ÉDOUARD BOYER
FT0300060,AC,2000746,EUR,2894880,2002825,20260405,SUSAN DEVAUX
FT0300061,AC,2001859,USD,3290364,2001333,20260405,MAURICE GUICHARD-LAMY
