@ID,TRANSACTION.TYPE,DEBIT.ACCT.NO,DEBIT.CURRENCY,DEBIT.AMOUNT,CREDIT.ACCT.NO,CREDIT.VALUE.DATE,ORDERING.CUST
FT0500000,AC,2002701,EUR,3592782,2001522,20260419,ALICE MARTINEZ
FT0500001,AC,2001394,USD,250931,2003173,20260419,INÈS SCHMITT
FT0500002,AC,2001589,XAF,2633382,2001649,20260419,JOSEPH BAUDRY
FT0500003,AC,2001796,EUR,3690706,2002386,20260419,MARGARET KLEIN-MERLE
FT0500004,AC,2000937,XAF,818198,2001304,20260419,VINCENT PASCAL
FT0500005,AC,2001167,USD,3206757,2002235,20260419,HONORÉ BRUN
FT0500006,AC,2000207,EUR,312638,2000689,20260419,STÉPHANIE ALVES
FT0500007,AC,2002091,USD,1245031,2001461,20260419,JULIETTE LACROIX DE MAHE
FT0500008,AC,2001624,USD,129097,2000546,20260419,ASTRID MULLER
FT0500009,AC,2002757,EUR,563740,2000192,20260419,BENOÎT GONCALVES
FT0500010,AC,2002245,EUR,4464664,2001160,20260419,MICHÈLE COSTA-LAMBERT
FT0500011,AC,2003000,XAF,4592705,2001711,20260419,SOPHIE RAYNAUD
FT0500012,AC,2002703,XAF,2309863,2000643,20260419,JACQUES ALLAIN-GOMES
FT0500013,AC,2000910,XAF,2402250,2002820,20260419,DAVID ADAM
FT0500014,AC,2001543,EUR,4332882,2000233,20260419,NICOLE BRIAND-ALBERT
FT0500015,AC,2002134,EUR,3479514,2002219,20260419,ROBERT BLANCHARD
FT0500016,AC,2002887,XAF,4787113,2003057,20260419,BRIGITTE HAMON
FT0500017,AC,2000828,USD,3906168,2002931,20260419,CÉCILE PINTO
FT0500018,AC,2002109,USD,1073724,2002696,20260419,ANTOINE DE RICHARD
FT0500019,AC,2001679,XAF,3750963,2000370,20260419,MARCELLE-THÉRÈSE GAUTIER
FT0500020,AC,2001257,USD,3071622,2001428,20260419,HUGUES MARTEL
FT0500021,AC,2002770,XAF,412853,2003160,20260419,ALEXANDRE MEYER
FT0500022,AC,2001957,USD,4796757,2001333,20260419,ALPHONSE LE FABRE
FT0500023,AC,2000763,XAF,2466204,2000907,20260419,DANIELLE HENRY DE LA LEDOUX
FT0500024,AC,2000055,XAF,1309669,2000985,20260419,MARIE KLEIN
FT0500025,AC,2002785,XAF,4665138,2000143,20260419,TRISTAN ROUSSEAU
FT0500026,AC,2000995,EUR,181722,2003149,20260419,ARTHUR VALENTIN
FT0500027,AC,2001117,XAF,571819,2002993,20260419,ARNAUDE DELORME DU HOARAU
FT0500028,AC,2001220,USD,2098289,2001477,20260419,DIANE LÉGER
FT0500029,AC,2002879,XAF,2642425,2000664,20260419,ÉLÉONORE-SABINE DANIEL
FT0500030,AC,2002419,USD,1954210,2002227,20260419,ZACHARIE LEMAÎTRE
FT0500031,AC,2000134,EUR,1614377,2000074,20260419,ALIX DE LA VERDIER
FT0500032,AC,2002620,USD,4181747,2000848,20260419,CLAUDE GAUTIER
FT0500033,AC,2002606,XAF,1603368,2000322,20260419,ISAAC LECLERC
FT0500034,AC,2002048,USD,2342186,2002556,20260419,MADELEINE GIRAUD
FT0500035,AC,2001085,XAF,233512,2001404,20260419,ÉLÉONORE DU LECOMTE
FT0500036,AC,2001744,XAF,2526363,2000268,20260419,DANIEL LACROIX
FT0500037,AC,2001508,EUR,671411,2002283,20260419,VICTOR DUVAL
FT0500038,AC,2001236,EUR,4113806,2000560,20260419,ANTOINE BLONDEL
FT0500039,AC,2002571,USD,313835,2000260,20260419,LAURENCE MASSON
FT0500040,AC,2002238,XAF,2802647,2000579,20260419,MICHÈLE GUILLAUME
FT0500041,AC,2001167,USD,3140953,2002235,20260419,HONORÉ BRUN
FT0500042,AC,2001214,XAF,1400831,2000335,20260419,VINCENT BRUN
FT0500043,AC,2001203,EUR,4162114,2000160,20260419,LUC DE LA GRENIER
FT0500044,AC,2000329,USD,3529621,2000764,20260419,INÈS DELATTRE
FT0500045,AC,2000815,XAF,2996629,2001951,20260419,ALIX DE LA VERDIER
FT0500046,AC,2003130,EUR,4087585,2002340,20260419,LAETITIA GRÉGOIRE
FT0500047,AC,2003119,XAF,1533747,2002300,20260419,LOUISE BERTHELOT
FT0500048,AC,2002986,XAF,1274160,2002925,20260419,SUSANNE POTIER DE LA PAGES
FT0500049,AC,2001030,XAF,2676557,2002209,20260419,HENRI MUNOZ
FT0500050,AC,2002020,USD,1654546,2001957,20260419,DAVID ADAM
FT0500051,AC,2000241,EUR,3514146,2002295,20260419,HENRI BOUCHET
FT0500052,AC,2000385,XAF,488609,2003008,20260419,MARGOT DE PETIT
FT0500053,AC,2002237,EUR,742712,2001535,20260419,SÉBASTIEN THIERRY-MARTY
FT0500054,AC,2001107,XAF,1638850,2001325,20260419,JÉRÔME CHARPENTIER-RAMOS
FT0500055,AC,2000130,EUR,1382244,2000758,20260419,ADÈLE LEBRETON
FT0500056,AC,2000864,EUR,3808981,2000338,20260419,DANIELLE HENRY DE LA LEDOUX
FT0500057,AC,2000089,USD,4930763,2001351,20260419,ALICE-MANON GAUDIN
FT0500058,AC,2003050,EUR,1413910,2000628,20260419,BERNARD FISCHER
FT0500059,AC,2002231,USD,2050039,2001408,20260419,WILLIAM-FRÉDÉRIC GRENIER
FT0500060,AC,2001981,XAF,1459750,2002865,20260419,ALFRED NAVARRO
FT0500061,AC,2000854,EUR,2307605,2001926,20260419,CONSTANCE LECOMTE
FT0500062,AC,2001262,USD,2473205,2001859,20260419,JACQUES BOUCHER-BERTRAND
FT0500063,AC,2001163,USD,383243,2002934,20260419,ODETTE GUILBERT
FT0500064,AC,2001481,EUR,1817584,2002155,20260419,CATHERINE CARON
FT0500065,AC,2002106,EUR,4287685,2000471,20260419,MANON MORVAN
FT0500066,AC,2002766,XAF,3816342,2002495,20260419,GILBERT JACOB-MARCHAL
FT0500067,AC,2003091,XAF,3110489,2001316,20260419,AUGUSTE BENOIT
FT0500068,AC,2002863,XAF,2089855,2000316,20260419,BERNADETTE ROYER
FT0500069,AC,2001691,EUR,695064,2000560,20260419,SUZANNE BOYER
FT0500070,AC,2000232,XAF,3972810,2003056,20260419,ISABELLE LAMY DE LA PAYET
FT0500071,AC,2002277,EUR,4220960,2002825,20260419,DANIELLE HENRY DE LA LEDOUX
FT0500072,AC,2000631,XAF,4531707,2003144,20260419,VICTOR-JACQUES RAYNAUD
FT0500073,AC,2002412,EUR,1888343,2000367,20260419,CATHERINE CARON
FT0500074,AC,2002126,EUR,2418742,2002036,20260419,EMMANUELLE BOULAY DU LEBRUN
FT0500075,AC,2000153,XAF,2518713,2002216,20260419,JACQUES ROY
FT0500076,AC,2001034,XAF,3575950,2003044,20260419,LUC TOUSSAINT
FT0500077,AC,2002878,USD,4844056,2000305,20260419,FRANÇOIS GUICHARD
FT0500078,AC,2002998,XAF,3516204,2002731,20260419,GABRIELLE GILLET-RICHARD
FT0500079,AC,2002064,USD,2855915,2003073,20260419,MADELEINE DE ROSSI
FT0500080,AC,2001982,XAF,3169115,2000948,20260419,MAGGIE DIALLO-GUÉRIN
FT0500081,AC,2002383,XAF,28199,2002495,20260419,CONSTANCE-MARCELLE GEORGES
FT0500082,AC,2002838,EUR,352673,2001091,20260419,PATRICK ROBIN
FT0500083,AC,2000022,EUR,694899,2002969,20260419,ALEXANDRIE-ALIX RODRIGUEZ
FT0500084,AC,2001449,XAF,2771663,2002558,20260419,SÉBASTIEN DE SOUSA
FT0500085,AC,2000049,EUR,4719344,2002366,20260419,PHILIPPE-TRISTAN GILLET
FT0500086,AC,2001265,USD,546557,2001908,20260419,MADELEINE DE ROSSI
